game_id,away,home,away_rank,home_rank,away_score,home_score
401184943,North Carolina,Virginia,7,5,47,56
401170617,Gonzaga,Washington,9,22,83,76
401166107,Rutgers,Michigan State,NA,11,65,77
401168446,Seton Hall,Iowa State,16,NA,66,76
401168520,Clemson,Florida State,NA,17,53,72
401170088,Dayton,Saint Mary's,19,NA,78,68
401169459,Houston,South Carolina,NA,NA,76,56
401172051,Colgate,Niagara,NA,NA,82,93
401175353,Tennessee Wesleyan,Chattanooga,NA,NA,51,99
401170035,Saint Louis,Tulane,NA,NA,86,62
401170866,Sacred Heart,Hartford,NA,NA,79,62
401171690,Coker,Charleston,NA,NA,50,76
401170169,South Alabama,Richmond,NA,NA,57,75
401172614,Central Michigan,Valparaiso,NA,NA,55,77
401172615,Southern,Akron,NA,NA,57,72
401172616,Marshall,Toledo,NA,NA,72,82
401172762,Tennessee Tech,Ohio,NA,NA,54,81
401173847,South Carolina Upstate,Furman,NA,NA,72,84
401169458,Wichita State,Oklahoma State,NA,NA,80,61
401171957,William & Mary W&M,Fairfield,NA,NA,58,62
401174946,Haskell,Oral Roberts,NA,NA,55,95
401173692,San José St,San Diego State,NA,NA,57,59
401169648,Texas A&M,Texas,NA,NA,50,60
401170408,Birmingham-Southern,North Alabama,NA,NA,50,78
401175769,Summit,Maryland-Eastern Shore,NA,NA,39,85
401169882,Northwestern State,LSU,NA,NA,59,109
401170409,Trevecca Nazarene,Lipscomb,NA,NA,72,96
401170616,Denver,UCLA,NA,NA,62,81
401169953,Buffalo,DePaul,NA,NA,74,69
401166108,Northwestern,Purdue,NA,NA,44,58
401166480,Omaha,Northern Arizona,NA,NA,65,73
401175861,Louisiana Tech,Sam Houston State,NA,NA,68,71
401166479,North Dakota,Eastern Washington,NA,NA,82,98
401170087,Liberty,Grand Canyon,NA,NA,70,61
401174067,Eastern Kentucky,Northern Kentucky,NA,NA,57,76
