player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
D. Archie,F,32,4,10,0,1,5,6,6,4,10,1,0,2,1,1,13,TRUE,2008-01-02,Radford,H
E. Baniulis,F,26,2,5,1,3,0,0,3,2,5,2,1,0,3,1,5,TRUE,2008-01-02,Radford,H
C. Gray,F,24,3,4,0,0,3,5,1,2,3,1,0,1,2,3,9,TRUE,2008-01-02,Radford,H
S. Muldrow,F,16,2,2,0,0,0,0,0,2,2,0,0,1,2,2,4,TRUE,2008-01-02,Radford,H
A. Steed,F,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,TRUE,2008-01-02,Radford,H
D. DayD,F,13,2,7,2,6,0,0,1,0,1,1,0,0,0,0,6,FALSE,2008-01-02,Radford,H
M. Carter,C,4,2,4,0,0,0,0,1,0,1,0,0,0,0,1,4,FALSE,2008-01-02,Radford,H
Z. Fredrick,G,37,8,16,5,10,5,8,0,7,7,8,1,1,2,2,26,FALSE,2008-01-02,Radford,H
D. Downey,G,38,8,14,2,4,5,5,1,2,3,5,7,0,3,1,23,FALSE,2008-01-02,Radford,H
B. Conrad,G,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,2008-01-02,Radford,H
R. Wilder,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2008-01-02,Radford,H
TEAM,NA,NA,31,62,10,24,18,24,13,25,38,19,9,5,13,11,90,FALSE,2008-01-02,Radford,H
