game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401089896,2018-12-28,Northern Kentucky,IUPUI,1,1,20:00:00,2400,2400,PLAY,0,0,0,0,0.7963544994404709,0.5,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,IUPUI
401089896,2018-12-28,Northern Kentucky,IUPUI,2,1,19:46:00,2386,2386,Evan Hall made Layup. Assisted by Camron Justice.,0,2,-2,14,0.7656670897820275,0.4556792914736857,4,4,8.5,NA,NA,IUPUI,made,Evan Hall,Camron Justice,FALSE,FALSE,IUPUI,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,3,1,19:23:00,2363,2363,Drew McDonald made Three Point Jumper. Assisted by Trevon Faulkner.,3,2,1,23,0.8097534575267554,0.5224504882674966,4,4,8.5,NA,NA,Northern Kentucky,made,Drew McDonald,Trevon Faulkner,TRUE,FALSE,Northern Kentucky,IUPUI
401089896,2018-12-28,Northern Kentucky,IUPUI,4,1,18:45:00,2325,2325,Zaynah Robinson Defensive Rebound.,3,2,1,38,0.8091622037444905,0.5228654589235167,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,IUPUI,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,5,1,18:35:00,2315,2315,Dantez Walton made Dunk. Assisted by Trevon Faulkner.,5,2,3,10,0.8358226294037789,0.5685427055409771,4,4,8.5,NA,NA,Northern Kentucky,made,Dantez Walton,Trevon Faulkner,FALSE,FALSE,Northern Kentucky,IUPUI
401089896,2018-12-28,Northern Kentucky,IUPUI,6,1,18:18:00,2298,2298,Evan Hall Turnover.,5,2,3,17,0.8357822152021592,0.5691013846518673,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,IUPUI,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,7,1,17:49:00,2269,2269,Zaynah Robinson missed Layup.,5,2,3,29,0.835701894929066,0.5700640174814636,4,4,8.5,NA,NA,Northern Kentucky,missed,Zaynah Robinson,NA,FALSE,FALSE,Northern Kentucky,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,8,1,17:49:00,2269,2269,D.J. McCall Block.,5,2,3,0,0.835701894929066,0.5700640174814636,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Northern Kentucky,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,9,1,17:42:00,2262,2262,Trevon Faulkner Offensive Rebound.,5,2,3,7,0.8356801891877974,0.570298014037633,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Northern Kentucky,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,10,1,17:41:00,2261,2261,Trevon Faulkner made Three Point Jumper.,8,2,6,1,0.8709755519890501,0.6379338117958658,4,4,8.5,NA,NA,Northern Kentucky,made,Trevon Faulkner,NA,TRUE,FALSE,Northern Kentucky,IUPUI
401089896,2018-12-28,Northern Kentucky,IUPUI,11,1,17:21:00,2241,2241,Evan Hall missed Jumper.,8,2,6,20,0.8712280670674482,0.6391996787404435,4,4,8.5,NA,NA,IUPUI,missed,Evan Hall,NA,FALSE,FALSE,IUPUI,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,12,1,17:15:00,2235,2235,Drew McDonald Defensive Rebound.,8,2,6,6,0.8713028245606288,0.6395807124988613,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,IUPUI,Northern Kentucky
401089896,2018-12-28,Northern Kentucky,IUPUI,13,1,17:05:00,2225,2225,Dantez Walton missed Jumper.,8,2,6,10,0.8714263077958865,0.6402169287614644,4,4,8.5,NA,NA,Northern Kentucky,missed,Dantez Walton,NA,FALSE,FALSE,Northern Kentucky,IUPUI
401089896,2018-12-28,Northern Kentucky,IUPUI,14,1,17:02:00,2222,2222,Evan Hall Defensive Rebound.,8,2,6,3,0.8714630700306709,0.6404080576134128,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Northern Kentucky,IUPUI
