date,game_id,home,away
2011-02-05,310360008,Arkansas,Ole Miss
2011-02-05,310360013,Cal Poly,Pacific
2011-02-05,310360021,San Diego State,TCU
2011-02-05,310360025,California,Arizona
2011-02-05,310360026,UCLA,St. John's
2011-02-05,310360043,Yale,Columbia
2011-02-05,310360046,Georgetown,Providence
2011-02-05,310360048,Delaware,Drexel
2011-02-05,310360055,Jacksonville State,Eastern Kentucky
2011-02-05,310360057,Florida,Kentucky
2011-02-05,310360058,South Florida,Syracuse
2011-02-05,310360059,Georgia Tech,Clemson
2011-02-05,310360061,Georgia,Auburn
2011-02-05,310360066,Iowa State,Kansas State
2011-02-05,310360070,Idaho,Hawai'i
2011-02-05,310360077,Northwestern,Illinois
2011-02-05,310360079,Southern Illinois,Bradley
2011-02-05,310360084,Indiana,Iowa
2011-02-05,310360085,IUPUI,Oakland
2011-02-05,310360097,Louisville,DePaul
2011-02-05,310360098,Western Kentucky,UL Monroe
2011-02-05,310360099,LSU,Mississippi State
2011-02-05,310360103,Boston College,Virginia Tech
2011-02-05,310360119,Towson,Georgia State
2011-02-05,310360120,Maryland,Wake Forest
2011-02-05,310360142,Missouri,Colorado
2011-02-05,310360150,Duke,NC State
2011-02-05,310360151,East Carolina,UCF
2011-02-05,310360158,Nebraska,Kansas
2011-02-05,310360163,Princeton,Dartmouth
2011-02-05,310360189,Bowling Green,Western Michigan
2011-02-05,310360195,Ohio,Northern Illinois
2011-02-05,310360197,Oklahoma State,Oklahoma
2011-02-05,310360198,Oral Roberts,North Dakota State
2011-02-05,310360204,Oregon State,Washington State
2011-02-05,310360218,Temple,Rhode Island
2011-02-05,310360221,Pittsburgh,Cincinnati
2011-02-05,310360222,Villanova,West Virginia
2011-02-05,310360232,Charleston,Furman
2011-02-05,310360233,South Dakota,North Dakota
2011-02-05,310360238,Vanderbilt,South Carolina
2011-02-05,310360242,Rice,UTEP
2011-02-05,310360245,Texas A&M,Baylor
2011-02-05,310360251,Texas,Texas Tech
2011-02-05,310360252,BYU,UNLV
2011-02-05,310360254,Utah,Air Force
2011-02-05,310360256,James Madison,VCU
2011-02-05,310360270,Milwaukee,Green Bay
2011-02-05,310360278,Fresno State,Louisiana Tech
2011-02-05,310360290,Georgia Southern,Samford
2011-02-05,310360309,Louisiana,Little Rock
2011-02-05,310360325,Cleveland State,Butler
2011-02-05,310360326,Texas State,Nicholls
2011-02-05,310360328,Utah State,Boise State
2011-02-05,310360349,Army,Colgate
2011-02-05,310360350,UNC Wilmington,William & Mary
2011-02-05,310360357,Texas A&M-CC,Northwestern State
2011-02-05,310360399,Albany,Hartford
2011-02-05,310362032,Arkansas State,Denver
2011-02-05,310362046,Austin Peay,Murray State
2011-02-05,310362050,Ball State,Buffalo
2011-02-05,310362083,Bucknell,Navy
2011-02-05,310362127,Charleston Southern,Liberty
2011-02-05,310362166,Davidson,Chattanooga
2011-02-05,310362181,Drake,Northern Iowa
2011-02-05,310362197,Eastern Illinois,SE Missouri St
2011-02-05,310362199,Eastern Michigan,Miami (OH)
2011-02-05,310362230,Fordham,Richmond
2011-02-05,310362239,CSU Fullerton,UC Riverside
2011-02-05,310362244,George Mason,Old Dominion
2011-02-05,310362250,Gonzaga,Memphis
2011-02-05,310362275,Hofstra,Northeastern
2011-02-05,310362309,Kent State,Central Michigan
2011-02-05,310362390,Miami,Virginia
2011-02-05,310362393,Middle Tennessee,South Alabama
2011-02-05,310362429,Charlotte,George Washington
2011-02-05,310362440,Nevada,San José St
2011-02-05,310362464,Northern Arizona,Montana
2011-02-05,310362483,Oregon,Washington
2011-02-05,310362523,Robert Morris,Central Connecticut
2011-02-05,310362539,San Francisco,Santa Clara
2011-02-05,310362547,Seattle,Portland
2011-02-05,310362550,Seton Hall,UConn
2011-02-05,310362572,Southern Miss,Marshall
2011-02-05,310362603,Saint Joseph's,UMass
2011-02-05,310362608,Saint Mary's,Loyola Marymount
2011-02-05,310362617,Stephen F. Austin,McNeese
2011-02-05,310362633,Tennessee,Alabama
2011-02-05,310362635,Tennessee Tech,Morehead State
2011-02-05,310362636,UTSA,Lamar
2011-02-05,310362649,Toledo,Akron
2011-02-05,310362655,Tulane,UAB
2011-02-05,310362692,Weber State,Montana State
2011-02-05,310362710,Western Illinois,Purdue Fort Wayne
2011-02-05,310362724,Wichita State,Illinois State
2011-02-05,310362750,Wright State,UIC
2011-02-05,310362751,Wyoming,Colorado State
2011-02-05,310362752,Xavier,Saint Louis
2011-02-05,310362754,Youngstown St,Valparaiso
2011-02-05,310362885,NJIT,Longwood
