game_id,away,home,away_rank,home_rank,away_score,home_score,date
401368423,Kansas State,   Kansas,NA,5,83,102,2022-02-22
401373601,Villanova,   UConn,8,21,69,71,2022-02-22
401368424,Oklahoma,   Texas Tech,NA,9,42,66,2022-02-22
401364947,Tennessee,  Missouri,17,NA,61,80,2022-02-22
401364945,Arkansas,  Florida,18,NA,74,82,2022-02-22
401364948,Alabama,  Vanderbilt,24,NA,72,74,2022-02-22
401364454,Michigan State,   Iowa,NA,25,60,86,2022-02-22
401406706,St. Thomas - Minnesota,  North Dakota,NA,NA,74,84,2022-02-22
401404422,Yale,  Dartmouth,NA,NA,61,66,2022-02-22
401412478,Charleston,  Northeastern,NA,NA,72,83,2022-02-22
401402452,Siena,  Monmouth,NA,NA,59,71,2022-02-22
401365854,Rhode Island,  St. Bonaventure,NA,NA,55,73,2022-02-22
401365853,Richmond,  George Washington,NA,NA,71,84,2022-02-22
401365180,Northern Illinois,  Eastern Michigan,NA,NA,72,74,2022-02-22
401365179,Ball State,  Kent State,NA,NA,82,93,2022-02-22
401365178,Bowling Green,  Akron,NA,NA,68,82,2022-02-22
401365177,Buffalo,  Miami (OH),NA,NA,84,86,2022-02-22
401365176,Toledo,  Western Michigan,NA,NA,50,92,2022-02-22
401365175,Central Michigan,  Ohio,NA,NA,50,76,2022-02-22
401364946,Georgia,  Texas A&M,NA,NA,77,91,2022-02-22
401369996,Miami,  Pittsburgh,NA,NA,64,85,2022-02-22
401365855,Saint Joseph's,  Saint Louis,NA,NA,61,72,2022-02-22
401364455,Nebraska,  Northwestern,NA,NA,65,77,2022-02-22
401364792,Fresno State,  Air Force,NA,NA,40,65,2022-02-22
401364788,San Diego State,  Boise State,NA,NA,57,58,2022-02-22
401373736,CSU Bakersfield,  Cal Poly,NA,NA,60,61,2022-02-22
401364791,New Mexico,  Utah State,NA,NA,56,81,2022-02-22
401364789,UNLV,  Nevada,NA,NA,54,62,2022-02-22
