player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
M. Jacobson,F,30,5,9,0,1,9,9,5,3,8,2,0,0,1,2,19,TRUE,2018-11-21,San Diego State,N
M. Shayok,G,28,8,12,4,6,1,1,0,3,3,0,1,0,1,2,21,TRUE,2018-11-21,San Diego State,N
N. Weiler-Babb,G,34,3,9,3,7,0,0,1,6,7,6,1,0,0,1,9,TRUE,2018-11-21,San Diego State,N
T. Horton-Tucker,G,31,1,11,0,4,2,3,0,7,7,5,2,0,0,1,4,TRUE,2018-11-21,San Diego State,N
T. Haliburton,G,38,3,7,3,7,0,0,1,7,8,1,2,2,1,3,9,TRUE,2018-11-21,San Diego State,N
Z. Griffin,F,6,1,2,1,2,1,3,1,0,1,0,1,0,0,1,4,FALSE,2018-11-21,San Diego State,N
G. Conditt IV,F,11,1,1,0,0,0,0,2,0,2,0,0,0,1,4,2,FALSE,2018-11-21,San Diego State,N
T. Lewis,G,20,5,7,2,4,4,4,0,1,1,1,0,0,0,0,16,FALSE,2018-11-21,San Diego State,N
E. Steyer,G,2,1,1,1,1,0,0,1,1,2,2,0,0,0,1,3,FALSE,2018-11-21,San Diego State,N
TEAM,NA,NA,28,59,14,32,17,20,13,28,41,17,7,2,6,15,87,FALSE,2018-11-21,San Diego State,N
