player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5105815,J. Kohler,22,4,4,0,0,0,0,4,1,5,5,0,1,2,3,8,Michigan State,Northwestern,FALSE,TRUE,2025-01-12,A
4701993,S. Zapala,19,3,5,0,0,1,3,2,3,5,0,0,2,0,3,7,Michigan State,Northwestern,FALSE,TRUE,2025-01-12,A
5105816,T. Holloman,21,3,7,0,0,2,2,0,3,3,1,1,0,3,4,8,Michigan State,Northwestern,FALSE,TRUE,2025-01-12,A
4711255,J. Fears Jr.,27,4,5,1,1,3,7,0,1,1,8,1,0,1,1,12,Michigan State,Northwestern,FALSE,TRUE,2025-01-12,A
4683730,J. Akins,26,3,11,2,3,6,6,0,1,1,1,5,0,1,0,14,Michigan State,Northwestern,FALSE,TRUE,2025-01-12,A
4897263,F. Fidler,16,3,6,0,1,2,2,1,4,5,0,1,1,0,0,8,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
4872740,C. Carr,16,1,3,0,1,0,0,0,4,4,0,0,1,1,2,2,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
4711304,X. Booker,15,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
5105817,C. Cooper,14,1,4,0,0,2,2,1,4,5,2,0,0,0,5,4,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
5239561,J. Richardson,24,4,8,1,2,4,5,0,2,2,1,0,0,1,1,13,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
NA,TEAM,NA,27,54,4,8,20,27,10,27,37,18,8,5,11,22,78,Michigan State,Northwestern,FALSE,FALSE,2025-01-12,A
