date,game_id,home,away
2009-01-20,290200036,Colorado State,Air Force
2009-01-20,290200058,South Florida,DePaul
2009-01-20,290200059,Georgia Tech,Boston College
2009-01-20,290200120,Maryland,Virginia
2009-01-20,290200150,Duke,NC State
2009-01-20,290200189,Bowling Green,Miami (OH)
2009-01-20,290200195,Ohio,Akron
2009-01-20,290200213,Penn State,Michigan
2009-01-20,290200238,Vanderbilt,Tennessee
2009-01-20,290200339,Evansville,Creighton
2009-01-20,290200356,Illinois,Ohio State
2009-01-20,290202050,Ball State,Western Michigan
2009-01-20,290202127,Charleston Southern,Winthrop
2009-01-20,290202182,Drexel,Delaware
2009-01-20,290202449,North Dakota State,Utah Valley
2009-01-20,290202459,Northern Illinois,Eastern Michigan
2009-01-20,290202641,Texas Tech,Colorado
