player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
S. Davis,F,30,5,7,0,0,1,2,1,5,6,1,0,1,3,4,11,TRUE,2013-02-09,Portland,A
M. De Freitas,C,35,3,6,0,0,0,1,3,6,9,1,4,1,1,4,6,TRUE,2013-02-09,Portland,A
L. Jackson,G,40,6,15,1,4,9,10,0,7,7,6,3,1,3,4,22,TRUE,2013-02-09,Portland,A
J. Baker,G,38,3,15,3,6,3,5,0,1,1,2,2,3,4,1,12,TRUE,2013-02-09,Portland,A
N. Skouen,G,36,4,7,3,4,1,2,0,2,2,0,0,0,0,2,12,TRUE,2013-02-09,Portland,A
J. Raines,F,20,3,7,0,0,0,0,3,2,5,0,0,0,0,1,6,FALSE,2013-02-09,Portland,A
J. Maehlen,C,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,FALSE,2013-02-09,Portland,A
A. Russell,G,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,2013-02-09,Portland,A
A. Mills,G,17,1,3,1,2,0,0,0,1,1,3,1,0,2,3,3,FALSE,2013-02-09,Portland,A
TEAM,NA,NA,25,61,8,16,14,20,8,29,37,13,10,6,13,20,72,FALSE,2013-02-09,Portland,A
