date,game_id,home,away
2010-11-08,303120120,Maryland,Seattle
2010-11-08,303120221,Pittsburgh,Rhode Island
2010-11-08,303120251,Texas,Navy
2010-11-08,303120356,Illinois,UC Irvine
2010-11-10,303140120,Maryland,Charleston
2010-11-10,303140221,Pittsburgh,UIC
2010-11-10,303140251,Texas,Louisiana Tech
2010-11-10,303140356,Illinois,Toledo
2010-11-12,303160002,Auburn,UNC Asheville
2010-11-12,303160006,South Alabama,Spring Hill
2010-11-12,303160057,Florida,UNC Wilmington
2010-11-12,303160058,South Florida,Southern Miss
2010-11-12,303160059,Georgia Tech,Charleston Southern
2010-11-12,303160061,Georgia,Mississippi Valley State
2010-11-12,303160066,Iowa State,Northern Arizona
2010-11-12,303160096,Kentucky,East Tennessee State
2010-11-12,303160103,Boston College,St. Francis (BKN)
2010-11-12,303160111,Northeastern,Boston University
2010-11-12,303160127,Michigan State,Eastern Michigan
2010-11-12,303160140,UMKC,Truman State
2010-11-12,303160151,East Carolina,Erskine
2010-11-12,303160153,North Carolina,Lipscomb
2010-11-12,303160154,Wake Forest,Stetson
2010-11-12,303160155,North Dakota,Waldorf College
2010-11-12,303160158,Nebraska,South Dakota
2010-11-12,303160183,Syracuse,Northern Iowa
2010-11-12,303160201,Oklahoma,Coppin State
2010-11-12,303160238,Vanderbilt,Presbyterian
2010-11-12,303160248,Houston,Nicholls
2010-11-12,303160249,North Texas,Henderson State
2010-11-12,303160258,Virginia,William & Mary
2010-11-12,303160259,Virginia Tech,Campbell
2010-11-12,303160276,Marshall,W. Virginia Tech
2010-11-12,303160292,UT Rio Grande Valley,Indiana State
2010-11-12,303160325,Cleveland State,Bryant
2010-11-12,303160344,Mississippi State,Tennessee State
2010-11-12,303160349,Army,Vassar
2010-11-12,303160399,Albany,Cornell
2010-11-12,303162197,Eastern Illinois,South Dakota State
2010-11-12,303162250,Gonzaga,Southern
2010-11-12,303162305,Kansas,Longwood
2010-11-12,303162306,Kansas State,James Madison
2010-11-12,303162309,Kent State,Iona
2010-11-12,303162325,La Salle,Columbia
2010-11-12,303162390,Miami,Jacksonville
2010-11-12,303162439,UNLV,UC Riverside
2010-11-12,303162545,SE Louisiana,Millsaps
2010-11-12,303162628,TCU,Jackson State
2010-11-12,303162638,UTEP,Pacific
2010-11-12,303162674,Valparaiso,IU-Northwest
2010-11-12,303162754,Youngstown St,Samford
2010-11-13,303170005,UAB,SE Missouri St
2010-11-13,303170030,USC,UC Irvine
2010-11-13,303170036,Colorado State,Arkansas-Pine Bluff
2010-11-13,303170042,Hartford,Central Connecticut
2010-11-13,303170043,Yale,Quinnipiac
2010-11-13,303170055,Jacksonville State,West Alabama
2010-11-13,303170068,Boise State,Western State Colorado University
2010-11-13,303170107,Holy Cross,Charleston
2010-11-13,303170167,New Mexico,Detroit Mercy
2010-11-13,303170195,Ohio,Delaware
2010-11-13,303170197,Oklahoma State,Houston Baptist
2010-11-13,303170221,Pittsburgh,North Florida
2010-11-13,303170264,Washington,McNeese
2010-11-13,303170292,Eastern Kentucky,UT Rio Grande Valley
2010-11-13,303170325,Cleveland State,Iona
2010-11-13,303170328,Utah State,Weber State
2010-11-13,303170356,Illinois,Southern Illinois
2010-11-13,303170357,Texas A&M-CC,Northeastern State
2010-11-13,303172084,Buffalo,Navy
2010-11-13,303172086,Butler,Marian
2010-11-13,303172142,Colgate,Binghamton
2010-11-13,303172168,Dayton,Mt. St. Mary's
2010-11-13,303172169,Delaware State,Washington Adventist
2010-11-13,303172181,Drake,Texas Southern
2010-11-13,303172184,Duquesne,Bluefield College
2010-11-13,303172217,Fairfield,Sacred Heart
2010-11-13,303172275,Hofstra,Farmingdale State
2010-11-13,303172348,Louisiana Tech,Austin
2010-11-13,303172350,Loyola Chicago,Indiana State
2010-11-13,303172440,Nevada,Montana
2010-11-13,303172449,North Dakota State,UC Santa Barbara
2010-11-13,303172507,Providence,Dartmouth
2010-11-13,303172515,Radford,Emory & Henry
2010-11-13,303172523,Robert Morris,Saint Peter's
2010-11-13,303172737,Winthrop,Queens NC
2010-11-13,303172751,Wyoming,Kean
2010-11-13,303172803,Bryant,Kent State
2010-11-14,303180012,Arizona,Idaho State
2010-11-14,303180066,Iowa State,Alabama State
2010-11-14,303180084,Indiana,Wright State
2010-11-14,303180087,Notre Dame,Liberty
2010-11-14,303180120,Maryland,Maine
2010-11-14,303180150,Duke,Princeton
2010-11-14,303180183,Syracuse,Canisius
2010-11-14,303180204,Oregon State,UT Arlington
2010-11-14,303180218,Temple,Toledo
2010-11-14,303180242,Rice,Grambling
2010-11-14,303180248,Houston,Alcorn State
2010-11-14,303180269,Marquette,Bucknell
2010-11-14,303180282,Indiana State,Eastern Kentucky
2010-11-14,303180305,DePaul,Chicago State
2010-11-14,303180314,Iona,Bryant
2010-11-14,303182117,Central Michigan,Montana State
2010-11-14,303182250,Gonzaga,IUPUI
2010-11-14,303182287,Illinois State,SIU-Edwardsville
2010-11-14,303182294,Iowa,South Dakota State
2010-11-14,303182309,Cleveland State,Kent State
2010-11-14,303182350,Loyola Chicago,UT Rio Grande Valley
2010-11-14,303182378,UMBC,VMI
2010-11-14,303182413,Morehead State,North Carolina A&T
2010-11-14,303182449,Denver,North Dakota State
2010-11-14,303182515,Radford,Methodist
2010-11-14,303182520,Rider,Lafayette
2010-11-14,303182547,Seattle,Cal Poly
2010-11-14,303182619,Stony Brook,Mount Ida College
2010-11-15,303190024,Stanford,San Diego
2010-11-15,303190030,USC,Santa Clara
2010-11-15,303190046,Georgetown,Tulane
2010-11-15,303190151,East Carolina,Campbell
2010-11-15,303190154,Wake Forest,Hampton
2010-11-15,303190158,Nebraska,Arkansas-Pine Bluff
2010-11-15,303190164,Rutgers,Fairfield
2010-11-15,303190171,Columbia,Maryland-Eastern Shore
2010-11-15,303190189,Bowling Green,Ohio Dominican
2010-11-15,303190195,Ohio,Oakland
2010-11-15,303190228,Clemson,Wofford
2010-11-15,303190236,Chattanooga,Austin Peay
2010-11-15,303190257,Richmond,William & Mary
2010-11-15,303190258,Virginia,South Carolina Upstate
2010-11-15,303190295,Old Dominion,High Point
2010-11-15,303190309,Louisiana,Louisiana College
2010-11-15,303190333,Alabama,Troy
