player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
T. Lindsey,F,18,1,1,1,1,0,0,1,5,6,2,0,0,0,5,3,TRUE,2011-11-14,Indiana State,H
F. Ribeiro,C,21,3,10,0,0,0,0,2,2,4,1,0,0,3,2,6,TRUE,2011-11-14,Indiana State,H
T. Mackey,G,26,2,4,2,4,2,2,1,1,2,0,0,0,3,0,8,TRUE,2011-11-14,Indiana State,H
F. Brown,G,30,4,13,2,4,5,7,0,7,7,5,0,0,0,3,15,TRUE,2011-11-14,Indiana State,H
H. Mingo,G,28,3,13,0,3,0,0,0,5,5,0,0,1,3,2,6,TRUE,2011-11-14,Indiana State,H
C. Bibi Ndongo,F,23,0,1,0,0,0,0,0,2,2,1,1,2,0,0,0,FALSE,2011-11-14,Indiana State,H
C. Winborne,G,26,4,7,4,5,0,0,0,0,0,1,0,0,1,1,12,FALSE,2011-11-14,Indiana State,H
M. Hansberry,G,10,2,4,0,2,1,1,0,0,0,0,0,0,1,0,5,FALSE,2011-11-14,Indiana State,H
R.J. McCray,G,18,2,4,0,0,0,0,1,2,3,0,0,0,0,0,4,FALSE,2011-11-14,Indiana State,H
TEAM,NA,NA,21,57,9,19,8,10,8,25,33,10,1,3,11,13,59,FALSE,2011-11-14,Indiana State,H
