date,game_id,home,away
2010-02-04,300350056,Stetson,Campbell
2010-02-04,300350084,Indiana,Purdue
2010-02-04,300350093,Murray State,Tennessee State
2010-02-04,300350099,LSU,Tennessee
2010-02-04,300350150,Duke,Georgia Tech
2010-02-04,300350231,Furman,UNC Greensboro
2010-02-04,300350232,Charleston,Chattanooga
2010-02-04,300350249,North Texas,Florida Atlantic
2010-02-04,300350259,Virginia Tech,North Carolina
2010-02-04,300350299,Long Beach State,CSU Fullerton
2010-02-04,300350309,Louisiana,Florida International
2010-02-04,300350333,Alabama,Florida
2010-02-04,300352050,Ball State,Bowling Green
2010-02-04,300352117,Central Michigan,Buffalo
2010-02-04,300352198,Eastern Kentucky,Tennessee Tech
2010-02-04,300352250,Gonzaga,Portland
2010-02-04,300352393,Middle Tennessee,Troy
2010-02-04,300352413,Morehead State,Jacksonville State
2010-02-04,300352433,UL Monroe,Western Kentucky
2010-02-04,300352449,North Dakota State,UMKC
2010-02-04,300352571,South Dakota State,Southern Utah
2010-02-04,300352643,The Citadel,Samford
2010-02-04,300352649,Toledo,Ohio
2010-02-04,300352870,Purdue Fort Wayne,Oral Roberts
2010-02-04,300360026,UCLA,Stanford
2010-02-04,300360030,USC,California
2010-02-04,300360087,Notre Dame,Cincinnati
2010-02-04,300360116,Mt. St. Mary's,Wagner
2010-02-04,300360264,Washington,Arizona
2010-02-04,300360302,UC Davis,Cal Poly
2010-02-04,300362086,Butler,Detroit Mercy
2010-02-04,300362127,Charleston Southern,UNC Asheville
2010-02-04,300362335,Liberty,Winthrop
2010-02-04,300362348,Louisiana Tech,San José St
2010-02-04,300362473,Oakland,Centenary
2010-02-04,300362674,Valparaiso,Wright State
2010-02-04,300362803,Bryant,Central Connecticut
