date,game_id,home,away
2010-02-01,300320050,Florida A&M,South Carolina State
2010-02-01,300320097,Louisville,UConn
2010-02-01,300320189,Bowling Green,Toledo
2010-02-01,300320197,Oklahoma State,Texas
2010-02-01,300322006,Akron,Eastern Michigan
2010-02-01,300322011,Alabama State,Prairie View A&M
2010-02-01,300322026,Appalachian State,King College TN
2010-02-01,300322084,Buffalo,Western Michigan
2010-02-01,300322097,Campbell,Lipscomb
2010-02-01,300322169,Delaware State,Howard
2010-02-01,300322309,Kent State,Northern Illinois
2010-02-01,300322450,Norfolk State,Coppin State
2010-02-01,300322547,Seattle,Eastern Washington
2010-02-01,300330314,Iona,Canisius
