date,game_id,home,away
2006-11-07,263110120,Maryland,Hampton
2006-11-08,263120120,Maryland,Vermont
2006-11-08,263120127,Michigan State,Brown
2006-11-09,263130251,Texas,Alcorn State
2006-11-10,263140041,UConn,Quinnipiac
2006-11-10,263140057,Florida,Samford
2006-11-10,263140103,Boston College,New Hampshire
2006-11-10,263140194,Ohio State,VMI
2006-11-10,263140201,Oklahoma,Norfolk State
2006-11-10,263140251,Texas,Chicago State
2006-11-11,263150024,Stanford,Siena
2006-11-11,263150066,Iowa State,UL Monroe
2006-11-11,263150142,Missouri,Army
2006-11-11,263150194,Ohio State,Loyola Chicago
2006-11-11,263152305,Kansas,Northern Arizona
2006-11-11,263152641,Texas Tech,Sam Houston State
2006-11-12,263160120,Maryland,Florida A&M
2006-11-12,263160150,Duke,Columbia
2006-11-12,263160194,Ohio State,Kent State
2006-11-12,263160221,Pittsburgh,Western Michigan
2006-11-12,263160258,Virginia,Arizona
2006-11-12,263160264,Washington,Pepperdine
2006-11-12,263162483,Oregon,Portland State
2006-11-13,263170084,Indiana,Lafayette
2006-11-13,263170087,Notre Dame,Butler
2006-11-13,263170103,Boston College,Vermont
2006-11-13,263170135,Minnesota,North Dakota State
2006-11-13,263170150,Duke,Georgia Southern
2006-11-13,263170264,Washington,Nicholls
2006-11-13,263170344,Mississippi State,Loyola Marymount
2006-11-13,263172294,Iowa,The Citadel
2006-11-13,263172633,Tennessee,Fordham
2006-11-13,263172641,Texas Tech,Gardner-Webb
2006-11-14,263180024,Stanford,San José St
2006-11-14,263180057,Florida,North Florida
2006-11-14,263180061,Georgia,Western Kentucky
2006-11-14,263180153,North Carolina,Sacred Heart
2006-11-14,263180264,Washington,Northern Iowa
2006-11-14,263182083,Bucknell,Wake Forest
2006-11-14,263182633,Tennessee,UNC Wilmington
2006-11-14,263182641,Texas Tech,Little Rock
2006-11-15,263190012,Arizona,Northern Arizona
2006-11-15,263190024,Stanford,Air Force
2006-11-15,263190026,UCLA,BYU
2006-11-15,263190096,Kentucky,Miami (OH)
2006-11-15,263190153,North Carolina,Winthrop
2006-11-15,263190164,Rutgers,Kansas State
2006-11-15,263190197,Oklahoma State,Northwestern State
2006-11-15,263190238,Vanderbilt,Georgetown
2006-11-15,263190275,Wisconsin,Green Bay
2006-11-15,263192305,Kansas,Oral Roberts
2006-11-16,263200030,USC,South Carolina
2006-11-16,263200057,Florida,Jacksonville
2006-11-16,263200127,Michigan State,Texas
2006-11-16,263200201,Oklahoma,Liberty
