game_id,date,opponent,location,team_score,opp_score,record
400589067,2014-11-14,Hiwassee College,H,110,53,1-0 (0-0)
400589076,2014-11-16,Wisconsin,A,45,89,1-1 (0-0)
400588334,2014-11-18,Butler,A,48,70,1-2 (0-0)
400589089,2014-11-22,Tennessee Tech,A,67,69,1-3 (0-0)
400589096,2014-11-26,Robert Morris,H,61,46,2-3 (0-0)
400608876,2014-11-27,Coastal Carolina,H,78,67,3-3 (0-0)
400588665,2014-11-29,Kennesaw State,A,69,77,3-4 (0-0)
400589108,2014-12-02,Georgia,H,55,86,3-5 (0-0)
400589120,2014-12-08,Montreat College,H,104,50,4-5 (0-0)
400589122,2014-12-11,The Citadel,A,67,48,5-5 (1-0)
400588688,2014-12-16,Northern Kentucky,H,93,81,6-5 (1-0)
400589133,2014-12-19,Middle Tennessee,A,58,68,6-6 (1-0)
400589137,2014-12-22,UAB,H,83,67,7-6 (1-0)
400588707,2014-12-29,Lipscomb,H,78,60,8-6 (1-0)
400589152,2015-01-03,Furman,H,72,60,9-6 (2-0)
400589156,2015-01-05,Wofford,H,64,68,9-7 (2-1)
400589161,2015-01-08,Western Carolina,H,66,60,10-7 (3-1)
400589166,2015-01-10,East Tennessee State,A,74,71,11-7 (4-1)
400589174,2015-01-15,Samford,A,82,76,12-7 (5-1)
400589180,2015-01-22,VMI,H,86,64,13-7 (6-1)
400589185,2015-01-24,UNC Greensboro,H,81,72,14-7 (7-1)
400589191,2015-01-29,Mercer,A,72,75,14-8 (7-2)
400589194,2015-01-31,The Citadel,H,78,73,15-8 (8-2)
400589201,2015-02-05,Furman,A,74,71,16-8 (9-2)
400589207,2015-02-07,Western Carolina,A,70,73,16-9 (9-3)
400589212,2015-02-12,Wofford,A,56,46,17-9 (10-3)
400589213,2015-02-14,Samford,H,79,72,18-9 (11-3)
400589219,2015-02-19,Mercer,H,74,61,19-9 (12-3)
400589222,2015-02-21,East Tennessee State,H,67,59,20-9 (13-3)
400589231,2015-02-26,VMI,A,86,82,21-9 (14-3)
400589235,2015-02-28,UNC Greensboro,A,61,58,22-9 (15-3)
400766610,2015-03-07,Furman,N,67,69,22-10 (15-3)
