game_id,date,opponent,location,team_score,opp_score,record
400591790,2014-11-14,Arizona,A,55,78,0-1 (0-0)
400591791,2014-11-19,Maryland-Eastern Shore,H,41,53,0-2 (0-0)
400587050,2014-11-22,Bucknell,A,73,69,1-2 (0-0)
400587797,2014-11-26,Wake Forest,A,49,83,1-3 (0-0)
400588352,2014-12-02,Seton Hall,A,55,78,1-4 (0-0)
400587088,2014-12-06,Loyola MD,A,74,65,2-4 (0-0)
400587835,2014-12-09,Notre Dame,A,67,93,2-5 (0-0)
400591792,2014-12-13,Norfolk State,H,67,64,3-5 (0-0)
400587105,2014-12-20,American,A,45,46,3-6 (0-0)
400591793,2014-12-22,Binghamton,H,69,68,4-6 (0-0)
400591419,2014-12-29,Old Dominion,A,35,69,4-7 (0-0)
400591794,2015-01-03,Robert Morris,A,45,70,4-8 (0-1)
400591795,2015-01-05,Wagner,A,83,85,4-9 (0-2)
400591740,2015-01-08,Central Connecticut,H,82,51,5-9 (1-2)
400591796,2015-01-10,St. Francis BKN,H,71,61,6-9 (2-2)
400591760,2015-01-15,Fairleigh Dickinson,A,71,51,7-9 (3-2)
400591780,2015-01-17,LIU Brooklyn,N,61,54,8-9 (4-2)
400591797,2015-01-22,Robert Morris,H,59,63,8-10 (4-3)
400591798,2015-01-24,St. Francis PA,H,52,40,9-10 (5-3)
400591799,2015-01-29,St. Francis BKN,A,67,73,9-11 (5-4)
400591800,2015-01-31,Sacred Heart,A,77,71,10-11 (6-4)
400591724,2015-02-05,Bryant,A,53,55,10-12 (6-5)
400591748,2015-02-07,Central Connecticut,A,63,46,11-12 (7-5)
400591801,2015-02-12,Sacred Heart,H,55,62,11-13 (7-6)
400591727,2015-02-14,Bryant,H,75,68,12-13 (8-6)
400591786,2015-02-19,LIU Brooklyn,H,82,65,13-13 (9-6)
400591770,2015-02-21,Fairleigh Dickinson,H,75,64,14-13 (10-6)
400591802,2015-02-26,St. Francis PA,A,60,63,14-14 (10-7)
400591803,2015-02-28,Wagner,H,74,64,15-14 (11-7)
400765265,2015-03-04,St. Francis PA,H,58,73,15-15 (11-7)
