player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Bilbao,F,26,4,5,0,0,4,4,3,2,5,1,1,1,0,2,12,TRUE,2016-12-22,Loyola Marymount,A
K. Hervey,F,30,4,13,1,6,5,6,1,12,13,4,2,0,1,3,14,TRUE,2016-12-22,Loyola Marymount,A
E. Neal,G,34,2,6,0,1,0,1,2,3,5,11,2,0,3,3,4,TRUE,2016-12-22,Loyola Marymount,A
J. Jones,G,29,6,11,1,5,2,2,2,1,3,1,1,0,2,2,15,TRUE,2016-12-22,Loyola Marymount,A
D. Charles,G,31,5,11,4,8,0,0,0,1,1,1,1,0,1,0,14,TRUE,2016-12-22,Loyola Marymount,A
J. Harris,F,8,1,1,0,0,0,0,1,0,1,0,0,0,2,1,2,FALSE,2016-12-22,Loyola Marymount,A
F. Pope,F,10,3,5,0,2,3,3,1,1,2,2,1,0,1,3,9,FALSE,2016-12-22,Loyola Marymount,A
L. Kabadyundi,C,6,1,3,0,0,0,2,1,2,3,1,0,1,1,2,2,FALSE,2016-12-22,Loyola Marymount,A
D. Bryant,G,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,FALSE,2016-12-22,Loyola Marymount,A
N. Hawkins,G,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,2016-12-22,Loyola Marymount,A
K. Wilson,G,18,3,5,1,2,1,2,1,1,2,0,1,1,2,2,8,FALSE,2016-12-22,Loyola Marymount,A
TEAM,NA,NA,29,60,7,24,15,20,13,27,40,22,9,3,14,18,80,FALSE,2016-12-22,Loyola Marymount,A
