game_id,date,opponent,location,team_score,opp_score,record
401166022,2019-11-06,Ohio State,A,56,64,0-1 (0-0)
401169973,2019-11-11,Drake,H,81,59,1-1 (0-0)
401169974,2019-11-14,Alabama A&M,H,85,53,2-1 (0-0)
401169975,2019-11-22,Illinois State,N,66,65,3-1 (0-0)
401185837,2019-11-24,Bowling Green,N,84,91,3-2 (0-0)
401186100,2019-11-25,Valparaiso,N,81,77,4-2 (0-0)
401169976,2019-11-30,UNLV,H,72,65,5-2 (0-0)
401169454,2019-12-03,Vermont,H,82,73,6-2 (0-0)
401169457,2019-12-07,Xavier,A,66,73,6-3 (0-0)
401169977,2019-12-14,Colgate,H,66,67,6-4 (0-0)
401169895,2019-12-18,Tennessee,H,78,66,7-4 (0-0)
401169978,2019-12-21,Iowa,N,70,77,7-5 (0-0)
401169515,2020-01-01,UConn,H,67,51,8-5 (1-0)
401169519,2020-01-04,Tulane,A,71,76,8-6 (1-1)
401169522,2020-01-08,Tulsa,H,75,44,9-6 (2-1)
401169526,2020-01-11,UCF,A,68,54,10-6 (3-1)
401169536,2020-01-16,Memphis,A,49,60,10-7 (3-2)
401169541,2020-01-19,East Carolina,H,82,57,11-7 (4-2)
401169543,2020-01-22,Temple,A,89,82,12-7 (5-2)
401169552,2020-01-28,SMU,H,65,43,13-7 (6-2)
401169559,2020-02-01,Houston,H,64,62,14-7 (7-2)
401169566,2020-02-06,Wichita State,A,80,79,15-7 (8-2)
401169573,2020-02-09,UConn,A,71,72,15-8 (8-3)
401169579,2020-02-13,Memphis,H,92,86,16-8 (9-3)
401169474,2020-02-16,East Carolina,A,70,67,17-8 (10-3)
401169477,2020-02-19,UCF,H,87,89,17-9 (10-4)
401169487,2020-02-23,Wichita State,H,67,64,18-9 (11-4)
401169498,2020-03-01,Houston,A,55,68,18-10 (11-5)
401169500,2020-03-03,South Florida,A,79,67,19-10 (12-5)
401169506,2020-03-07,Temple,H,64,63,20-10 (13-5)
401211602,2020-03-13,TBD,N,NA,NA,
