player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5239762,J. Rogers,33,4,7,2,4,0,0,1,7,8,3,0,1,1,2,10,NJIT,UMBC,FALSE,TRUE,2025-02-22,A
5239760,T. Moore Jr.,36,4,7,1,2,7,9,2,6,8,0,0,1,2,2,16,NJIT,UMBC,FALSE,TRUE,2025-02-22,A
5239758,A. Fulton,36,5,9,0,1,0,1,0,4,4,0,0,1,2,3,10,NJIT,UMBC,FALSE,TRUE,2025-02-22,A
5175809,T. Francis,34,10,21,4,7,3,3,1,6,7,6,1,0,5,3,27,NJIT,UMBC,FALSE,TRUE,2025-02-22,A
5175802,S. Robinson,27,3,10,0,0,0,0,0,4,4,1,0,0,3,2,6,NJIT,UMBC,FALSE,TRUE,2025-02-22,A
5239759,J. Kelly,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,NJIT,UMBC,FALSE,FALSE,2025-02-22,A
5115726,T. Wennersten,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NJIT,UMBC,FALSE,FALSE,2025-02-22,A
5239761,M. Arrington,7,1,1,0,0,0,0,1,1,2,0,0,0,0,1,2,NJIT,UMBC,FALSE,FALSE,2025-02-22,A
5239757,Q. Duncan,19,5,6,4,4,4,4,1,2,3,0,0,0,1,3,18,NJIT,UMBC,FALSE,FALSE,2025-02-22,A
NA,TEAM,NA,33,64,11,19,14,17,7,31,38,10,1,3,14,16,91,NJIT,UMBC,FALSE,FALSE,2025-02-22,A
