player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5241230,J. Buchanan,21,4,9,0,3,2,4,1,2,3,1,0,0,0,1,10,Boise State,Utah Tech,TRUE,TRUE,2024-12-03,H
4898260,T. Degenhart,26,7,7,1,1,6,6,1,5,6,0,1,0,0,1,21,Boise State,Utah Tech,TRUE,TRUE,2024-12-03,H
4703032,O. Stanley,18,3,7,0,2,2,4,1,3,4,1,1,1,2,3,8,Boise State,Utah Tech,TRUE,TRUE,2024-12-03,H
5241229,J. Bowie,25,2,7,2,6,0,0,1,1,2,2,3,0,1,2,6,Boise State,Utah Tech,TRUE,TRUE,2024-12-03,H
4897535,A. Cardenas,29,3,5,1,3,2,2,0,4,4,10,2,0,1,0,9,Boise State,Utah Tech,TRUE,TRUE,2024-12-03,H
5195304,E. Ugbo,9,1,2,1,1,0,0,0,1,1,0,0,0,2,1,3,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
5081887,A. Meadow,25,4,7,2,3,4,4,4,4,8,0,0,0,0,2,14,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
4432739,D. Anderson,19,5,11,0,0,4,5,1,0,1,1,0,0,1,2,14,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
5252550,B. Ramirez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
4683941,RJ Keene II,15,1,1,0,0,0,0,3,4,7,1,0,0,1,1,2,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
4683768,C. Lockett Jr.,12,0,1,0,1,0,0,0,0,0,3,0,0,0,2,0,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
NA,TEAM,NA,30,57,7,20,20,25,14,24,38,19,7,1,9,15,87,Boise State,Utah Tech,TRUE,FALSE,2024-12-03,H
