game_id,away,home,away_rank,home_rank,away_score,home_score
401166121,SE Missouri St,Ohio State,NA,5,48,80
401170181,North Texas,Dayton,NA,13,58,71
401168258,North Florida,Florida State,NA,19,81,98
401170630,Seattle,Washington,NA,22,59,81
401171555,SIU-Edwardsville,Winthrop,NA,NA,73,93
401171980,Iona,Princeton,NA,NA,86,90
401170419,Stetson,UNC Asheville,NA,NA,76,78
401168390,UMBC,Georgetown,NA,NA,55,81
401171017,Elon,Campbell,NA,NA,46,60
401175132,Mississippi Valley State,Wright State,NA,NA,50,92
401176435,Franciscan University,St. Francis (PA),NA,NA,66,115
401189763,Kent State,North Carolina A&T,NA,NA,85,71
401172217,American,Mt. St. Mary's,NA,NA,82,76
401172419,Northeastern,Eastern Michigan,NA,NA,55,60
401172619,Central Michigan,Robert Morris,NA,NA,79,83
401168431,Florida,Providence,NA,NA,83,51
401169993,Maryland-Eastern Shore,East Carolina,NA,NA,57,71
401170417,Tennessee Tech,Lipscomb,NA,NA,60,78
401175836,North Carolina Central,Louisiana Tech,NA,NA,60,69
401173881,McKendree,Austin Peay,NA,NA,61,80
401170182,Maryville University,Saint Louis,NA,NA,69,82
401170418,North Alabama,UAB,NA,NA,56,63
401172620,Toledo,UMKC,NA,NA,57,72
401173517,Mount Marty,Drake,NA,NA,74,92
401176814,Northland College,North Dakota,NA,NA,50,109
401174950,Oral Roberts,Chicago State,NA,NA,97,59
401168410,Grambling,Marquette,NA,NA,72,93
401168322,Oklahoma,Creighton,NA,NA,73,83
401174751,Alabama A&M,South Alabama,NA,NA,79,89
401166494,Denver,Northern Colorado,NA,NA,64,86
401172763,Purdue,Ohio,NA,NA,69,51
401173698,Johnson & Wales (CO),Air Force,NA,NA,42,99
401173699,Grand Canyon,New Mexico,NA,NA,71,91
401170629,San Francisco,Stanford,NA,NA,56,64
401189764,UC Irvine,UTEP,NA,NA,61,67
401166491,Omaha,Eastern Washington,NA,NA,56,97
401166493,Bethesda,Weber State,NA,NA,62,109
401168259,Miami,Temple,NA,NA,78,77
401166492,Portland State,Pepperdine,NA,NA,71,77
