game_id,date,opponent,location,team_score,opp_score,record
401487702,2022-11-07,VCU,A,56,73,0-1 (0-0)
401487518,2022-11-13,Fairleigh Dickinson,A,74,77,0-2 (0-0)
401492373,2022-11-18,Mount St. Vincent,H,86,39,1-2 (0-0)
401487581,2022-11-24,Northeastern,N,67,69,1-3 (0-0)
401487584,2022-11-26,Army,N,72,71,2-3 (0-0)
401486955,2022-12-01,Fairfield,H,56,53,3-3 (1-0)
401485015,2022-12-04,Monmouth,H,69,76,3-4 (1-0)
401485173,2022-12-07,Providence,A,59,99,3-5 (1-0)
401501739,2022-12-11,Bryant,H,97,104,3-6 (1-0)
401505511,2022-12-16,Central Connecticut,H,67,78,3-7 (1-0)
401486964,2022-12-19,Marist,A,80,69,4-7 (2-0)
401486969,2022-12-30,Saint Peter's,A,57,67,4-8 (2-1)
401486973,2023-01-01,Quinnipiac,H,NA,NA,
401486976,2023-01-06,Canisius,H,NA,NA,
401486980,2023-01-08,Niagara,H,NA,NA,
401486987,2023-01-13,Mount St. Mary's,A,NA,NA,
401486996,2023-01-20,Iona,H,NA,NA,
401487002,2023-01-22,Rider,A,NA,NA,
401487007,2023-01-27,Niagara,A,NA,NA,
401487010,2023-01-29,Canisius,A,NA,NA,
401487016,2023-02-03,Siena,H,NA,NA,
401487021,2023-02-05,Rider,H,NA,NA,
401487032,2023-02-12,Saint Peter's,H,NA,NA,
401487035,2023-02-17,Iona,A,NA,NA,
401487040,2023-02-19,Fairfield,A,NA,NA,
401487046,2023-02-24,Marist,H,NA,NA,
401487053,2023-02-26,Quinnipiac,A,NA,NA,
401487058,2023-03-02,Siena,A,NA,NA,
401487060,2023-03-04,Mount St. Mary's,H,NA,NA,
