game_id,date,opponent,location,team_score,opp_score,record
401483050,2022-11-07,Western Carolina,H,68,55,1-0 (0-0)
401483000,2022-11-11,Wake Forest,A,71,81,1-1 (0-0)
401483051,2022-11-14,Miami OH,H,77,70,2-1 (0-0)
401483052,2022-11-18,Bucknell,H,65,61,3-1 (0-0)
401483053,2022-11-21,Saint Joseph's,N,66,53,4-1 (0-0)
401486713,2022-11-22,UAB,N,73,87,4-2 (0-0)
401483054,2022-11-27,East Tennessee State,H,62,47,5-2 (0-0)
401483055,2022-11-30,Hampton,H,73,54,6-2 (0-0)
401483056,2022-12-02,Florida A&M,H,68,46,7-2 (0-0)
401482927,2022-12-06,Georgia Tech,A,77,79,7-3 (0-0)
401482963,2022-12-18,Notre Dame,N,77,62,8-3 (0-0)
401483057,2022-12-21,Chattanooga,H,72,65,9-3 (0-0)
401483058,2022-12-28,Rider,H,78,72,10-3 (0-0)
401484537,2023-01-04,Auburn,H,NA,NA,
401484543,2023-01-07,Florida,A,NA,NA,
401484552,2023-01-11,Mississippi State,H,NA,NA,
401484559,2023-01-14,Ole Miss,A,NA,NA,
401484562,2023-01-17,Kentucky,A,NA,NA,
401484569,2023-01-21,Vanderbilt,H,NA,NA,
401484578,2023-01-25,Tennessee,A,NA,NA,
401484582,2023-01-28,South Carolina,H,NA,NA,
401484588,2023-02-01,Auburn,A,NA,NA,
401484596,2023-02-04,Texas A&M,A,NA,NA,
401484598,2023-02-07,Ole Miss,H,NA,NA,
401484610,2023-02-11,Kentucky,H,NA,NA,
401484613,2023-02-14,LSU,H,NA,NA,
401484621,2023-02-18,Alabama,A,NA,NA,
401484626,2023-02-21,Arkansas,A,NA,NA,
401484634,2023-02-25,Missouri,H,NA,NA,
401483169,2023-02-28,Florida,H,NA,NA,
NA,2023-03-04,South Carolina,A,NA,NA,
