game_id,date,opponent,location,team_score,opp_score,record
401483337,2022-11-07,Illinois,A,57,87,0-1 (0-0)
401493754,2022-11-10,Illinois State,H,49,54,0-2 (0-0)
401493791,2022-11-13,Central Michigan,A,60,76,0-3 (0-0)
401483393,2022-11-16,Ohio State,A,43,65,0-4 (0-0)
401493792,2022-11-21,Saint Mary-Of-The-Woods College,H,102,40,1-4 (0-0)
401488683,2022-11-25,Ohio,A,67,78,1-5 (0-0)
401488685,2022-11-26,Alabama State,N,58,67,1-6 (0-0)
401493744,2022-11-30,Northern Illinois,H,70,90,1-7 (0-0)
401493793,2022-12-03,Blackburn,H,93,43,2-7 (0-0)
401493708,2022-12-07,Ball State,H,59,76,2-8 (0-0)
401493794,2022-12-10,Western Illinois,H,75,79,2-9 (0-0)
401493506,2022-12-17,IUPUI,A,70,59,3-9 (0-0)
401483356,2022-12-21,Iowa,A,92,83,4-9 (0-0)
401470084,2022-12-29,Lindenwood,H,55,54,5-9 (1-0)
401470091,2022-12-31,Southern Indiana,H,91,80,6-9 (2-0)
401470095,2023-01-05,Tennessee Tech,A,49,70,6-10 (2-1)
401470101,2023-01-07,Morehead State,A,59,69,6-11 (2-2)
401470106,2023-01-12,SIU Edwardsville,H,62,80,6-12 (2-3)
401470110,2023-01-14,Little Rock,H,70,63,7-12 (3-3)
401470116,2023-01-19,Tennessee State,A,74,78,7-13 (3-4)
401470121,2023-01-21,UT Martin,A,78,91,7-14 (3-5)
401470126,2023-01-26,Southern Indiana,A,74,78,7-15 (3-6)
401470131,2023-01-28,Southeast Missouri State,H,68,79,7-16 (3-7)
401470134,2023-02-02,Lindenwood,A,67,80,7-17 (3-8)
401470141,2023-02-04,Tennessee State,H,61,65,7-18 (3-9)
401470146,2023-02-09,UT Martin,H,77,75,8-18 (4-9)
401470151,2023-02-11,SIU Edwardsville,A,84,73,9-18 (5-9)
401470156,2023-02-16,Southeast Missouri State,A,64,78,9-19 (5-10)
401470160,2023-02-18,Little Rock,A,77,81,9-20 (5-11)
401470166,2023-02-22,Morehead State,H,63,69,9-21 (5-12)
401470170,2023-02-25,Tennessee Tech,H,66,75,9-22 (5-13)
