date,game_id,home,away
2008-11-30,283350009,Arizona State,UTEP
2008-11-30,283350084,Indiana,Cornell
2008-11-30,283350087,Notre Dame,Furman
2008-11-30,283350099,LSU,Troy
2008-11-30,283350120,Maryland,Georgetown
2008-11-30,283350127,Michigan State,Wichita State
2008-11-30,283350140,Florida,UMKC
2008-11-30,283350142,Missouri,Oral Roberts
2008-11-30,283350149,Montana,Santa Clara
2008-11-30,283350153,North Carolina,UNC Asheville
2008-11-30,283350239,Baylor,Wake Forest
2008-11-30,283350251,Texas,Rice
2008-11-30,283350257,Richmond,Coppin State
2008-11-30,283352115,Central Connecticut,Lafayette
2008-11-30,283352230,Fordham,James Madison
2008-11-30,283352239,CSU Fullerton,Charlotte
2008-11-30,283352250,Gonzaga,Tennessee
2008-11-30,283352507,Providence,Saint Mary's
2008-11-30,283352529,Sacred Heart,Yale
2008-11-30,283352561,Siena,Oklahoma State
