game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401082943,2019-02-23,Alabama,Vanderbilt,1,1,20:00:00,2400,2400,PLAY,0,0,0,0,0.7963544994404709,0.5,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,2,1,19:57:00,2397,2397,Saben Lee missed Layup.,0,0,0,3,0.7962885611194523,0.5,4,4,8.5,NA,NA,Vanderbilt,missed,Saben Lee,NA,FALSE,FALSE,Vanderbilt,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,3,1,19:57:00,2397,2397,Simisola Shittu Offensive Rebound.,0,0,0,0,0.7962885611194523,0.5,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Vanderbilt,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,4,1,19:54:00,2394,2394,Simisola Shittu made Layup.,0,2,-2,3,0.7659853938456729,0.4558479019823029,4,4,8.5,NA,NA,NA,made,Simisola Shittu,NA,FALSE,FALSE,Vanderbilt,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,5,1,19:54:00,2394,2394,Foul on John Petty.,0,2,-2,0,0.7659853938456729,0.4558479019823029,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Vanderbilt,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,6,1,19:54:00,2394,2394,Simisola Shittu missed Free Throw.,0,2,-2,0,0.7659853938456729,0.4558479019823029,4,4,8.5,NA,NA,NA,missed,Simisola Shittu,NA,FALSE,TRUE,Vanderbilt,Alabama
401082943,2019-02-23,Alabama,Vanderbilt,7,1,19:54:00,2394,2394,John Petty Defensive Rebound.,0,2,-2,0,0.7659853938456729,0.4558479019823029,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,8,1,19:39:00,2379,2379,Tevin Mack made Three Point Jumper. Assisted by Dazon Ingram.,3,2,1,15,0.809992405820338,0.5222786527948562,4,4,8.5,NA,NA,Alabama,made,Tevin Mack,Dazon Ingram,TRUE,FALSE,Alabama,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,9,1,19:23:00,2363,2363,Matt Ryan missed Three Point Jumper.,3,2,1,16,0.8097534575267554,0.5224504882674966,4,4,8.5,NA,NA,Vanderbilt,missed,Matt Ryan,NA,TRUE,FALSE,Vanderbilt,Vanderbilt
401082943,2019-02-23,Alabama,Vanderbilt,10,1,19:23:00,2363,2363,Clevon Brown Offensive Rebound.,3,2,1,0,0.8097534575267554,0.5224504882674966,4,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,Vanderbilt,Vanderbilt
