player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
M. Murray,F,34,7,12,4,6,3,4,1,4,5,0,2,1,1,2,21,TRUE,2013-12-11,UMBC,H
B. St. Louis,F,25,4,7,0,0,4,5,4,5,9,2,0,5,2,3,12,TRUE,2013-12-11,UMBC,H
A. Fripp,F,31,5,9,1,2,4,6,2,3,5,0,0,1,2,2,15,TRUE,2013-12-11,UMBC,H
T. Cephas,G,34,3,9,2,4,10,10,0,7,7,8,3,0,4,2,18,TRUE,2013-12-11,UMBC,H
S. Smith,G,33,5,9,3,7,4,7,1,1,2,6,1,0,0,0,17,TRUE,2013-12-11,UMBC,H
J. Batts,F,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,2013-12-11,UMBC,H
C. Ieans,F,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,FALSE,2013-12-11,UMBC,H
D. Gary,F,15,2,4,1,1,1,1,2,3,5,0,0,0,0,1,6,FALSE,2013-12-11,UMBC,H
M. Oyefusi,F,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,FALSE,2013-12-11,UMBC,H
V. Rolle,G,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,FALSE,2013-12-11,UMBC,H
C. Kessee,G,12,0,5,0,3,2,2,1,0,1,2,0,0,0,3,2,FALSE,2013-12-11,UMBC,H
TEAM,NA,NA,26,57,11,24,28,35,12,26,38,18,7,7,11,18,91,FALSE,2013-12-11,UMBC,H
