date,game_id,home,away
2014-01-08,400496951,UConn,Harvard
2014-01-08,400498344,Oklahoma,Kansas
2014-01-08,400498345,Oklahoma State,Texas
2014-01-08,400498591,Campbell,High Point
2014-01-08,400498592,Gardner-Webb,UNC Asheville
2014-01-08,400498594,VMI,Longwood
2014-01-08,400498595,Presbyterian,Winthrop
2014-01-08,400498596,Charleston Southern,Coastal Carolina
2014-01-08,400499612,Lehigh,Army
2014-01-08,400499613,Lafayette,Bucknell
2014-01-08,400499614,Holy Cross,Colgate
2014-01-08,400499615,American,Loyola (MD)
2014-01-08,400500062,Wichita State,Illinois State
2014-01-08,400500063,Loyola Chicago,Southern Illinois
2014-01-08,400500064,Bradley,Missouri State
2014-01-08,400500065,Drake,Indiana State
2014-01-08,400502572,Fairfield,Saint Peter's
2014-01-08,400502779,Virginia,Wake Forest
2014-01-08,400502780,North Carolina,Miami
2014-01-08,400503156,Eastern Kentucky,Murray State
2014-01-08,400504264,Delaware,Hofstra
2014-01-08,400504265,Northeastern,UNC Wilmington
2014-01-08,400504266,William & Mary,Drexel
2014-01-08,400504521,Providence,Georgetown
2014-01-08,400504522,Seton Hall,Villanova
2014-01-08,400505549,UNLV,Nevada
2014-01-08,400505550,Fresno State,Air Force
2014-01-08,400505551,San Diego State,Boise State
2014-01-08,400505552,Wyoming,New Mexico
2014-01-08,400505553,San José St,Colorado State
2014-01-08,400505735,Columbia,Stony Brook
2014-01-08,400505983,Yale,Vermont
2014-01-08,400505987,Albany,UMBC
2014-01-08,400506028,Duquesne,Fordham
2014-01-08,400506244,UMass,Saint Joseph's
2014-01-08,400506245,St. Bonaventure,Richmond
2014-01-08,400506347,Florida,South Carolina
2014-01-08,400506348,Missouri,Georgia
2014-01-08,400506349,Kentucky,Mississippi State
2014-01-08,400506350,Texas A&M,Arkansas
2014-01-08,400506611,Cleveland State,Detroit Mercy
2014-01-08,400506622,Washington,Utah
2014-01-08,400507113,Oakland,Milwaukee
2014-01-08,400507638,Ball State,Akron
2014-01-08,400507658,Bowling Green,Eastern Michigan
2014-01-08,400507694,Buffalo,Northern Illinois
2014-01-08,400507710,Central Michigan,Miami (OH)
2014-01-08,400507743,Kent State,Ohio
2014-01-08,400508609,Western Michigan,Toledo
2014-01-08,400509972,Penn State,Minnesota
2014-01-08,400509973,Wisconsin,Illinois
