player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
P. McKenzie,F,26,0,4,0,2,0,0,0,1,1,0,0,0,1,3,0,TRUE,2018-01-10,Abilene Christian,H
E. Hardt,C,29,3,7,0,0,3,4,3,4,7,3,0,0,4,3,9,TRUE,2018-01-10,Abilene Christian,H
D. Caraher,G,33,5,11,4,7,2,2,1,2,3,3,2,0,4,5,16,TRUE,2018-01-10,Abilene Christian,H
I. DuBose,G,27,7,10,3,4,0,3,2,7,9,0,1,0,3,3,17,TRUE,2018-01-10,Abilene Christian,H
B. Bonds,G,36,5,9,0,0,9,12,3,4,7,6,0,0,2,1,19,TRUE,2018-01-10,Abilene Christian,H
T. Myles,F,11,0,1,0,0,0,0,1,1,2,0,0,0,1,5,0,FALSE,2018-01-10,Abilene Christian,H
C. Emili,F,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2018-01-10,Abilene Christian,H
S. O'Suji,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2018-01-10,Abilene Christian,H
W. Gates Jr.,G,14,2,3,1,2,0,1,0,2,2,1,0,0,1,0,5,FALSE,2018-01-10,Abilene Christian,H
J. Gates,G,15,3,12,2,8,0,1,1,2,3,0,0,0,0,0,8,FALSE,2018-01-10,Abilene Christian,H
TEAM,NA,NA,25,58,10,24,14,23,13,24,37,13,3,0,16,20,74,FALSE,2018-01-10,Abilene Christian,H
