player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
C. Sengfelder,F,32,1,8,1,5,1,2,2,8,10,0,0,0,2,2,4,TRUE,2017-11-25,Loyola Marymount,H
Z. Haney,G,30,2,9,0,3,0,0,3,7,10,2,1,3,2,3,4,TRUE,2017-11-25,Loyola Marymount,H
A. Hobbs,G,25,3,8,0,1,4,4,2,4,6,1,0,0,3,3,10,TRUE,2017-11-25,Loyola Marymount,H
J. Jessup,G,37,6,13,3,8,7,8,1,5,6,2,1,0,2,0,22,TRUE,2017-11-25,Loyola Marymount,H
L. Williams,G,30,3,7,2,4,5,7,0,3,3,3,1,0,2,1,13,TRUE,2017-11-25,Loyola Marymount,H
R. Jorch,C,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,2017-11-25,Loyola Marymount,H
C. Christon,G,13,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,FALSE,2017-11-25,Loyola Marymount,H
C. Jardine,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2017-11-25,Loyola Marymount,H
D. Alston,G,4,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2,FALSE,2017-11-25,Loyola Marymount,H
M. Dickinson,G,23,5,8,3,5,0,0,0,4,4,2,0,0,2,3,13,FALSE,2017-11-25,Loyola Marymount,H
TEAM,NA,NA,21,54,9,26,17,21,12,36,48,10,3,3,17,15,68,FALSE,2017-11-25,Loyola Marymount,H
