date,game_id,home,away
2009-11-09,293130025,California,Murray State
2009-11-09,293130153,North Carolina,Florida International
2009-11-09,293130183,Syracuse,Albany
2009-11-09,293130194,Ohio State,Alcorn State
2009-11-11,293150025,California,Detroit Mercy
2009-11-11,293150153,North Carolina,North Carolina Central
2009-11-11,293150183,Syracuse,Robert Morris
2009-11-12,293160194,Ohio State,James Madison
2009-11-13,293170005,Green Bay,UAB
2009-11-13,293170008,Arkansas,Alcorn State
2009-11-13,293170036,Colorado State,UC Davis
2009-11-13,293170038,Colorado,Arkansas-Pine Bluff
2009-11-13,293170041,UConn,William & Mary
2009-11-13,293170056,Stetson,Averett
2009-11-13,293170061,Georgia,New Orleans
2009-11-13,293170066,Iowa State,Idaho State
2009-11-13,293170077,Northwestern,Northern Illinois
2009-11-13,293170084,Indiana,Howard
2009-11-13,293170096,Kentucky,Morehead State
2009-11-13,293170099,LSU,UL Monroe
2009-11-13,293170103,Boston College,Dartmouth
2009-11-13,293170119,Towson,Miami (OH)
2009-11-13,293170127,Michigan State,Florida Gulf Coast
2009-11-13,293170135,Minnesota,Tennessee Tech
2009-11-13,293170145,Ole Miss,Little Rock
2009-11-13,293170150,Duke,UNC Greensboro
2009-11-13,293170151,East Carolina,Virginia-Wise
2009-11-13,293170195,Ohio,Ohio Valley
2009-11-13,293170202,Tulsa,St. Mary's (TX)
2009-11-13,293170221,Pittsburgh,Wofford
2009-11-13,293170228,Clemson,Presbyterian
2009-11-13,293170231,Furman,Lees McRae
2009-11-13,293170235,Memphis,Jackson State
2009-11-13,293170236,Chattanooga,VA Intermont
2009-11-13,293170239,Baylor,Norfolk State
2009-11-13,293170242,Rice,Sacramento State
2009-11-13,293170245,Texas A&M,Angelo State
2009-11-13,293170249,North Texas,Cameron
2009-11-13,293170258,Virginia,Longwood
2009-11-13,293170264,Washington,Wright State
2009-11-13,293170269,Marquette,Centenary
2009-11-13,293170270,Milwaukee,Concordia University-St. Paul
2009-11-13,293170290,Georgia Southern,Reinhardt
2009-11-13,293170322,Lafayette,Wagner
2009-11-13,293170344,Mississippi State,Rider
2009-11-13,293170356,Illinois,SIU-Edwardsville
2009-11-13,293170399,Albany,Morgan State
2009-11-13,293172026,Appalachian State,UNC Wilmington
2009-11-13,293172050,Ball State,Valparaiso
2009-11-13,293172097,Campbell,St. Andrews
2009-11-13,293172116,UCF,UMass
2009-11-13,293172184,Duquesne,Nicholls
2009-11-13,293172230,Fordham,Maine
2009-11-13,293172277,South Alabama,Houston Baptist
2009-11-13,293172305,Kansas,Hofstra
2009-11-13,293172306,Kansas State,Loyola Chicago
2009-11-13,293172309,Kent State,Samford
2009-11-13,293172320,Lamar,Huston-Tillotson
2009-11-13,293172352,Loyola (MD),Vermont
2009-11-13,293172379,Maryland-Eastern Shore,Stony Brook
2009-11-13,293172382,Bucknell,Mercer
2009-11-13,293172405,Monmouth,Florida International
2009-11-13,293172429,Charlotte,UNC Asheville
2009-11-13,293172483,Oregon,Winston Salem
2009-11-13,293172507,Providence,Bryant
2009-11-13,293172509,Purdue,CSU Northridge
2009-11-13,293172515,Radford,Navy
2009-11-13,293172545,SE Louisiana,University of Sciences
2009-11-13,293172550,Seton Hall,Saint Peter's
2009-11-13,293172628,TCU,Mid-America Christian
2009-11-13,293172633,Tennessee,Austin Peay
2009-11-13,293172752,Xavier,Youngstown St
2009-11-13,293180009,Arizona State,Western Illinois
2009-11-13,293180314,Iona,Boston University
2009-11-14,293180048,Delaware,Temple
2009-11-14,293180079,Southern Illinois,UT Martin
2009-11-14,293180087,Notre Dame,North Florida
2009-11-14,293180093,Murray State,Missouri-St. Louis
2009-11-14,293180155,Loyola Marymount,North Dakota
2009-11-14,293180158,Nebraska,South Carolina Upstate
2009-11-14,293180164,Rutgers,Marist
2009-11-14,293180167,New Mexico,UC Riverside
2009-11-14,293180189,Bowling Green,Wayne State (MI)
2009-11-14,293180201,Oklahoma,Mt. St. Mary's
2009-11-14,293180204,South Dakota,Oregon State
2009-11-14,293180242,Rice,South Alabama
2009-11-14,293180309,Louisiana,Southern Miss
2009-11-14,293180331,Eastern Washington,Portland
2009-11-14,293180333,Alabama,Cornell
2009-11-14,293182066,Binghamton,Bloomsburg University
2009-11-14,293182117,Central Michigan,Princeton
2009-11-14,293182168,Dayton,Creighton
2009-11-14,293182169,Delaware State,Holy Family
2009-11-14,293182181,Drake,IUPUI
2009-11-14,293182198,Eastern Kentucky,West Virginia Wesleyan
2009-11-14,293182239,CSU Fullerton,Hope International
2009-11-14,293182309,Kent State,UAB
2009-11-14,293182325,La Salle,Hampton
2009-11-14,293182363,Manhattan,NJIT
2009-11-14,293182382,Mercer,Bryant
2009-11-14,293182390,Miami,North Carolina Central
2009-11-14,293182439,UNLV,Pittsburg State
2009-11-14,293182483,Oregon,UC Davis
2009-11-14,293182507,Providence,Bucknell
2009-11-14,293182641,Texas Tech,Texas A&M-CC
2009-11-14,293182649,Toledo,Eastern Illinois
2009-11-14,293182653,Troy,Piedmont
2009-11-14,293182736,Winston Salem,Colorado State
2009-11-14,293182737,Winthrop,Limestone
2009-11-14,293190130,Michigan,Northern Michigan
2009-11-14,293190140,UMKC,Truman State
2009-11-14,293192086,Butler,Davidson
2009-11-14,293192440,Nevada,Montana State
2009-11-14,293192473,Oakland,Eastern Michigan
2009-11-14,293192540,UC Santa Barbara,Cal State-Los Angeles
2009-11-15,293190005,UAB,Samford
2009-11-15,293190006,Sacramento State,South Alabama
2009-11-15,293190057,Florida,Stetson
2009-11-15,293190062,Hawai'i,McNeese
2009-11-15,293190066,Iowa State,Chicago State
2009-11-15,293190071,Bradley,Idaho State
2009-11-15,293190108,Harvard,William & Mary
2009-11-15,293190149,Montana,Loyola Marymount
2009-11-15,293190154,East Carolina,Wake Forest
2009-11-15,293190155,North Dakota,Boise State
2009-11-15,293190195,Ohio,Middle Tennessee
2009-11-15,293190202,Tulsa,Florida International
2009-11-15,293190239,Baylor,Hartford
2009-11-15,293190242,Rice,Houston Baptist
2009-11-15,293190251,Texas,UC Irvine
2009-11-15,293190253,Northern Colorado,Southern Utah
2009-11-15,293190259,Virginia Tech,Brown
2009-11-15,293190276,Marshall,North Carolina A&T
2009-11-15,293190295,Old Dominion,Bethune-Cookman
2009-11-15,293190302,UC Davis,Winston Salem
2009-11-15,293190350,UNC Wilmington,George Washington
2009-11-15,293190357,Texas A&M-CC,South Dakota
2009-11-15,293192083,Bryant,Bucknell
2009-11-15,293192084,Buffalo,Vermont
2009-11-15,293192172,Denver,Arkansas-Pine Bluff
2009-11-15,293192294,Iowa,UTSA
2009-11-15,293192306,Kansas State,Western Illinois
2009-11-15,293192378,UMBC,Morgan State
2009-11-15,293192405,Monmouth,Seton Hall
2009-11-15,293192433,UL Monroe,Alcorn State
2009-11-15,293192507,Providence,Mercer
2009-11-15,293192529,Sacred Heart,Lafayette
2009-11-15,293192565,SIU-Edwardsville,Illinois State
2009-11-15,293192724,Wichita State,Fairleigh Dickinson
2009-11-15,293200275,Wisconsin,Purdue Fort Wayne
2009-11-15,293202754,Youngstown St,Hiram
2009-11-16,293200009,Arizona State,Texas State
