game_id,date,opponent,location,team_score,opp_score,record
401719228,2024-11-04,UNC Asheville,H,110,54,1-0 (0-0)
401724531,2024-11-08,Arkansas State,H,88,79,2-0 (0-0)
401720709,2024-11-11,McNeese,H,72,64,3-0 (0-0)
401707979,2024-11-15,Purdue,A,78,87,3-1 (0-0)
401707850,2024-11-20,Illinois,N,100,87,4-1 (0-0)
401719210,2024-11-26,Houston,N,85,80,5-1 (0-0)
401719212,2024-11-27,Rutgers,N,95,90,6-1 (0-0)
401730560,2024-11-30,Oregon,N,81,83,6-2 (0-0)
401700438,2024-12-04,North Carolina,A,94,79,7-2 (0-0)
401715455,2024-12-14,Creighton,H,83,75,8-2 (0-0)
401724553,2024-12-18,North Dakota,A,97,90,9-2 (0-0)
401721036,2024-12-22,Kent State,H,81,54,10-2 (0-0)
401724554,2024-12-29,South Dakota State,H,105,82,11-2 (0-0)
401708300,2025-01-04,Oklahoma,H,107,79,12-2 (1-0)
401724555,2025-01-08,South Carolina,A,88,68,13-2 (2-0)
401708322,2025-01-11,Texas A&M,A,94,88,14-2 (3-0)
401708324,2025-01-14,Ole Miss,H,64,74,14-3 (3-1)
401708334,2025-01-18,Kentucky,A,102,97,15-3 (4-1)
401708341,2025-01-21,Vanderbilt,H,103,87,16-3 (5-1)
401708346,2025-01-25,LSU,H,80,73,17-3 (6-1)
401724556,2025-01-29,Mississippi State,A,88,84,18-3 (7-1)
401708360,2025-02-01,Georgia,H,90,69,19-3 (8-1)
401708374,2025-02-08,Arkansas,A,85,81,20-3 (9-1)
401708389,2025-02-11,Texas,A,103,80,21-3 (10-1)
401708390,2025-02-15,Auburn,H,85,94,21-4 (10-2)
401708403,2025-02-19,Missouri,A,98,110,21-5 (10-3)
401708404,2025-02-22,Kentucky,H,96,83,22-5 (11-3)
401708413,2025-02-25,Mississippi State,H,111,73,23-5 (12-3)
401708425,2025-03-01,Tennessee,A,76,79,23-6 (12-4)
401708428,2025-03-05,Florida,H,94,99,23-7 (12-5)
401708437,2025-03-08,Auburn,A,93,91,24-7 (13-5)
401744171,2025-03-14,Kentucky,N,99,70,25-7 (13-5)
401744173,2025-03-15,Florida,N,82,104,25-8 (13-5)
401746014,2025-03-21,Robert Morris,N,90,81,26-8 (13-5)
401746052,2025-03-23,Saint Mary's,N,80,66,27-8 (13-5)
401746062,2025-03-27,BYU,N,113,88,28-8 (13-5)
401746076,2025-03-29,Duke,N,65,85,28-9 (13-5)
