player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5106040,T. Lawal,23,6,12,1,3,4,6,1,4,5,0,0,0,1,4,17,Virginia Tech,Virginia,FALSE,TRUE,2025-02-01,A
4590358,M. Poteat,22,2,4,0,0,3,6,0,2,2,3,0,2,1,1,7,Virginia Tech,Virginia,FALSE,TRUE,2025-02-01,A
5165275,T. Johnson,25,2,2,1,1,0,0,1,3,4,2,0,1,1,2,5,Virginia Tech,Virginia,FALSE,TRUE,2025-02-01,A
4873105,B. Hammond,29,2,3,0,0,2,4,0,1,1,2,0,0,0,3,6,Virginia Tech,Virginia,FALSE,TRUE,2025-02-01,A
4712846,J. Schutt,34,6,11,4,8,2,2,0,5,5,1,0,0,2,3,18,Virginia Tech,Virginia,FALSE,TRUE,2025-02-01,A
4896997,B. Burnham,27,3,10,2,4,0,0,2,4,6,0,1,1,1,1,8,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
4838717,P. Wessler,8,1,1,0,0,2,2,2,2,4,0,0,0,0,1,4,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
5103590,B. Rechsteiner,11,1,1,1,1,0,0,0,0,0,3,1,0,1,3,3,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
5037870,R. Brown Jr.,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
4711266,J. Young,17,2,4,2,4,1,3,0,3,3,0,0,0,0,0,7,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
NA,TEAM,NA,25,48,11,21,14,23,6,25,31,12,2,4,7,18,75,Virginia Tech,Virginia,FALSE,FALSE,2025-02-01,A
