play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2400,PLAY,0,0,0,17,0.9885695985334956,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
2,1,19:43,2383,2383,Jayveous McKinnis missed Layup.,0,0,0,0,0.9884834266129027,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
3,1,19:43,2383,2383,Isaiah Maurice Block.,0,0,0,4,0.9884834266129027,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
4,1,19:39,2379,2379,Damion Baugh Defensive Rebound.,0,0,0,4,0.988462801300446,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
5,1,19:35,2375,2375,Damion Baugh Turnover.,0,0,0,0,0.9884420404691246,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
6,1,19:35,2375,2375,Dontelius Ross Steal.,0,0,0,0,0.9884420404691246,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
7,1,19:35,2375,2375,Dontelius Ross Turnover.,0,0,0,0,0.9884420404691246,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
8,1,19:35,2375,2375,Boogie Ellis Steal.,0,0,0,19,0.9884420404691246,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
9,1,19:16,2356,2356,Damion Baugh Turnover.,0,0,0,7,0.9883415404659247,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
10,1,19:09,2349,2349,Tristan Jarrett Turnover.,0,0,0,14,0.9883037120236414,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
11,1,18:55,2335,2335,Boogie Ellis Turnover.,0,0,0,20,0.988226722840428,0.5,Memphis,Jackson State,4,4,27.8,401170005,2019-12-21
