date,game_id,home,away
2009-02-19,290500026,UCLA,Washington
2009-02-19,290500030,USC,Washington State
2009-02-19,290500045,George Washington,St. Bonaventure
2009-02-19,290500084,Indiana,Wisconsin
2009-02-19,290500085,IUPUI,Purdue Fort Wayne
2009-02-19,290500130,Michigan,Minnesota
2009-02-19,290500149,Montana,Weber State
2009-02-19,290500160,New Hampshire,Maine
2009-02-19,290500204,Oregon State,Stanford
2009-02-19,290500222,Villanova,Rutgers
2009-02-19,290500278,Fresno State,Hawai'i
2009-02-19,290502210,Elon,Western Carolina
2009-02-19,290502229,Florida International,Troy
2009-02-19,290502250,Gonzaga,Loyola Marymount
2009-02-19,290502393,Middle Tennessee,South Alabama
2009-02-19,290502429,Charlotte,Xavier
2009-02-19,290502430,UNC Greensboro,Appalachian State
2009-02-19,290502454,North Florida,Florida Gulf Coast
2009-02-19,290502483,Oregon,California
2009-02-19,290502501,Portland,Pepperdine
2009-02-19,290502514,Quinnipiac,Fairleigh Dickinson
2009-02-19,290502599,St. John's,Duke
2009-02-19,290502608,Saint Mary's,San Diego
2009-02-19,290502635,Tennessee Tech,Tennessee State
2009-02-19,290502681,Wagner,Mt. St. Mary's
2009-02-19,290502710,Western Illinois,Oakland
2009-02-19,290502908,South Carolina Upstate,East Tennessee State
