player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
M. Gilbert,F,29,4,13,4,9,3,5,0,3,3,0,0,0,2,4,15,TRUE,2013-12-21,Green Bay,A
C. Johnson,F,21,3,6,0,0,2,4,2,3,5,1,0,1,1,5,8,TRUE,2013-12-21,Green Bay,A
M. Gilbert,C,5,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,TRUE,2013-12-21,Green Bay,A
L. Davis,G,28,0,7,0,2,0,0,1,1,2,5,3,0,2,2,0,TRUE,2013-12-21,Green Bay,A
K.J. Rose,G,31,2,7,0,3,5,8,2,1,3,3,0,0,4,2,9,TRUE,2013-12-21,Green Bay,A
A. Sidibe,F,21,1,4,0,0,2,2,6,4,10,0,1,2,2,4,4,FALSE,2013-12-21,Green Bay,A
M. Barrow,F,33,1,11,1,6,4,4,3,7,10,2,1,0,3,2,7,FALSE,2013-12-21,Green Bay,A
S. Smith,F,20,5,7,5,7,0,0,0,1,1,0,1,0,2,1,15,FALSE,2013-12-21,Green Bay,A
S. Grennan,G,9,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,FALSE,2013-12-21,Green Bay,A
D. Chappell,G,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,FALSE,2013-12-21,Green Bay,A
TEAM,NA,NA,16,57,10,27,16,23,17,24,41,13,6,3,19,22,58,FALSE,2013-12-21,Green Bay,A
