game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,action_team,home_score,away_score,score_diff,play_length,scoring_play,foul,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401725201,2024-12-04,Pepperdine,Life Pacific,1,1,19:43,2383,2383,Stefan Todorovic made Layup.,home,2,0,2,0,TRUE,FALSE,0.5,0.5443841825587584,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Stefan Todorovic,NA,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,2,1,19:29,2369,2369,Dylan Cabs Turnover.,away,2,0,2,14,FALSE,FALSE,0.5446821100641465,0.5446821100641465,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,3,1,19:29,2369,2369,Moe Odum Steal.,home,2,0,2,0,FALSE,FALSE,0.5446821100641465,0.5446821100641465,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,4,1,19:25,2365,2365,Moe Odum Turnover.,home,2,0,2,4,FALSE,FALSE,0.5447677378565356,0.5447677378565356,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,5,1,19:15,2355,2355,Austin Cook made Three Point Jumper. Assisted by Vince Fier.,away,2,3,-1,10,TRUE,FALSE,0.4774629266909198,0.4774629266909198,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,made,Austin Cook,Vince Fier,TRUE,FALSE,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,6,1,18:56,2336,2336,Dovydas Butka made Three Point Jumper. Assisted by Moe Odum.,home,5,3,2,19,TRUE,FALSE,0.5453948652273468,0.5453948652273468,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Dovydas Butka,Moe Odum,TRUE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,7,1,18:39,2319,2319,Foul on Boubacar Coulibaly.,home,5,3,2,17,FALSE,TRUE,0.5457673174479175,0.5457673174479175,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,8,1,18:39,2319,2319,Vince Fier made Free Throw.,away,5,4,1,0,TRUE,FALSE,0.522931793783012,0.522931793783012,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,made,Vince Fier,NA,FALSE,TRUE,Life Pacific,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,9,1,18:39,2319,2319,Vince Fier made Free Throw.,away,5,5,0,0,TRUE,FALSE,0.5,0.5,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,made,Vince Fier,NA,FALSE,TRUE,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,10,1,18:29,2309,2309,Dovydas Butka missed Three Point Jumper.,home,5,5,0,10,FALSE,FALSE,0.5,0.5,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,missed,Dovydas Butka,NA,TRUE,FALSE,Pepperdine,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,11,1,18:24,2304,2304,Boubacar Coulibaly Offensive Rebound.,home,5,5,0,5,FALSE,FALSE,0.5,0.5,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Pepperdine,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,12,1,18:22,2302,2302,Boubacar Coulibaly made Dunk. Assisted by Dovydas Butka.,home,7,5,2,2,TRUE,FALSE,0.5461430170165494,0.5461430170165494,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Boubacar Coulibaly,Dovydas Butka,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,13,1,18:01,2281,2281,Vince Fier missed Three Point Jumper.,away,7,5,2,21,FALSE,FALSE,0.5466112148644995,0.5466112148644995,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,missed,Vince Fier,NA,TRUE,FALSE,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,14,1,17:59,2279,2279,Boubacar Coulibaly Defensive Rebound.,home,7,5,2,2,FALSE,FALSE,0.5466560252495682,0.5466560252495682,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,15,1,17:49,2269,2269,Zion Bethea made Jumper. Assisted by Moe Odum.,home,9,5,4,10,TRUE,FALSE,0.592944145667179,0.592944145667179,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Zion Bethea,Moe Odum,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,16,1,17:27,2247,2247,Vince Fier Turnover.,away,9,5,4,22,FALSE,FALSE,0.5939121489487891,0.5939121489487891,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,17,1,17:11,2231,2231,Stefan Todorovic missed Jumper.,home,9,5,4,16,FALSE,FALSE,0.5946202787906535,0.5946202787906535,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,missed,Stefan Todorovic,NA,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,18,1,17:07,2227,2227,Dylan Cabs Defensive Rebound.,away,9,5,4,4,FALSE,FALSE,0.5947977961671022,0.5947977961671022,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,19,1,17:03,2223,2223,Austin Cook missed Jumper.,away,9,5,4,4,FALSE,FALSE,0.5949754942321849,0.5949754942321849,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,missed,Austin Cook,NA,FALSE,FALSE,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,20,1,17:00,2220,2220,Stefan Todorovic Defensive Rebound.,home,9,5,4,3,FALSE,FALSE,0.5951088823675076,0.5951088823675076,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,21,1,16:51,2211,2211,Boubacar Coulibaly made Layup. Assisted by Moe Odum.,home,11,5,6,9,TRUE,FALSE,0.641109812296154,0.641109812296154,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Boubacar Coulibaly,Moe Odum,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,22,1,16:35,2195,2195,Rico Hopping missed Jumper.,away,11,5,6,16,FALSE,FALSE,0.6421328813871513,0.6421328813871513,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Life Pacific,missed,Rico Hopping,NA,FALSE,FALSE,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,23,1,16:32,2192,2192,Stefan Todorovic Defensive Rebound.,home,11,5,6,3,FALSE,FALSE,0.64232497191103,0.64232497191103,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Life Pacific,Pepperdine,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,24,1,16:28,2188,2188,Dovydas Butka made Layup. Assisted by Moe Odum.,home,13,5,8,4,TRUE,FALSE,0.6861354113136483,0.6861354113136483,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,made,Dovydas Butka,Moe Odum,FALSE,FALSE,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,25,1,16:28,2188,2188,Foul on Vince Fier.,away,13,5,8,0,FALSE,TRUE,0.6861354113136483,0.6861354113136483,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,Pepperdine,Life Pacific,FALSE
401725201,2024-12-04,Pepperdine,Life Pacific,26,1,16:28,2188,2188,Dovydas Butka missed Free Throw.,home,13,5,8,0,FALSE,FALSE,0.6861354113136483,0.6861354113136483,6,6,NA,NA,Mike Scyphers/Deron White/Michael Mojica,"Malibu, CA",Firestone Fieldhouse,NA,456,NA,NA,Pepperdine,missed,Dovydas Butka,NA,FALSE,TRUE,Pepperdine,Life Pacific,FALSE
