game_id,date,opponent,location,team_score,opp_score,record
263140204,2006-11-10,Portland,H,65,48,1-0 (0-0)
263150204,2006-11-11,SE Louisiana,H,63,65,1-1 (0-0)
263160204,2006-11-12,Cal Poly,H,78,65,2-1 (0-0)
263190204,2006-11-15,Nevada,H,47,75,2-2 (0-0)
263230062,2006-11-19,Hawai'i,A,41,85,2-3 (0-0)
263282458,2006-11-24,Northern Colorado,A,69,67,3-3 (0-0)
263300147,2006-11-26,Montana State,A,72,63,4-3 (0-0)
263360204,2006-12-02,Fresno State,H,69,74,4-4 (0-0)
263430204,2006-12-09,Bethune-Cookman,H,72,49,5-4 (0-0)
263450204,2006-12-11,Western Oregon,H,71,58,6-4 (0-0)
263510204,2006-12-17,LSU,H,53,60,6-5 (0-0)
263530204,2006-12-19,Howard,H,84,67,7-5 (0-0)
263550204,2006-12-22,Mercer,H,93,62,8-5 (0-0)
263640204,2006-12-30,Oregon,H,73,76,8-6 (0-1)
270040204,2007-01-04,UCLA,H,56,71,8-7 (0-2)
270060204,2007-01-06,USC,H,46,91,8-8 (0-3)
270110012,2007-01-11,Arizona,A,72,83,8-9 (0-4)
270130009,2007-01-13,Arizona State,A,67,59,9-9 (1-4)
270180204,2007-01-18,California,H,74,77,9-10 (1-5)
270200204,2007-01-20,Stanford,H,56,67,9-11 (1-6)
270250265,2007-01-25,Washington State,A,55,70,9-12 (1-7)
270270264,2007-01-27,Washington,A,74,91,9-13 (1-8)
270320030,2007-02-01,USC,A,56,73,9-14 (1-9)
270340026,2007-02-03,UCLA,A,35,82,9-15 (1-10)
270390204,2007-02-08,Arizona,H,66,72,9-16 (1-11)
270410204,2007-02-10,Arizona State,H,59,55,10-16 (2-11)
270460024,2007-02-15,Stanford,A,55,70,10-17 (2-12)
270480025,2007-02-17,California,A,80,84,10-18 (2-13)
270530204,2007-02-22,Washington,H,73,65,11-18 (3-13)
270550204,2007-02-24,Washington State,H,54,58,11-19 (3-14)
270622483,2007-03-03,Oregon,A,49,70,11-20 (3-15)
270660025,2007-03-07,California,A,51,70,11-21 (3-15)
