game_id,date,opponent,location,team_score,opp_score,record
233170154,2003-11-13,Wake Forest,A,76,85,0-1 (0-0)
233260235,2003-11-22,Fordham,H,94,64,1-1 (0-0)
233330235,2003-11-29,Austin Peay,H,74,60,2-1 (0-0)
233370235,2003-12-03,UT Martin,H,84,64,3-1 (0-0)
233400145,2003-12-06,Ole Miss,A,73,62,4-1 (0-0)
233470356,2003-12-13,Illinois,A,64,74,4-2 (0-0)
233510235,2003-12-17,Belmont,H,89,83,5-2 (0-0)
233560235,2003-12-22,Samford,H,63,62,6-2 (0-0)
233610235,2003-12-27,Missouri,H,61,59,7-2 (0-0)
233630235,2003-12-29,Oakland,H,69,63,8-2 (0-0)
240060222,2004-01-06,Villanova,A,73,57,9-2 (0-0)
240102572,2004-01-10,Southern Miss,A,63,66,9-3 (0-1)
240130305,2004-01-13,DePaul,A,73,82,9-4 (0-2)
240170235,2004-01-17,Charlotte,H,91,69,10-4 (1-2)
240202655,2004-01-20,Tulane,A,85,71,11-4 (2-2)
240240235,2004-01-24,Houston,H,64,48,12-4 (3-2)
240270235,2004-01-27,South Florida,H,66,53,13-4 (4-2)
240312628,2004-01-31,TCU,A,75,69,14-4 (5-2)
240350235,2004-02-04,Louisville,H,62,58,15-4 (6-2)
240380235,2004-02-07,Saint Louis,H,63,54,16-4 (7-2)
240420151,2004-02-11,East Carolina,A,79,73,17-4 (8-2)
240450269,2004-02-14,Marquette,A,89,71,18-4 (9-2)
240520235,2004-02-21,UAB,H,73,66,19-4 (10-2)
240550235,2004-02-24,Southern Miss,H,74,56,20-4 (11-2)
240590097,2004-02-28,Louisville,A,60,66,20-5 (11-3)
240630235,2004-03-03,TCU,H,83,56,21-5 (12-3)
240662132,2004-03-06,Cincinnati,A,79,83,21-6 (12-4)
240710235,2004-03-11,Saint Louis,H,61,72,21-7 (12-4)
244000011,2004-03-19,South Carolina,H,59,43,22-7 (12-4)
244000013,2004-03-21,Oklahoma State,A,53,70,22-8 (12-4)
