game_id,date,opponent,location,team_score,opp_score,record
233260156,2003-11-22,San Diego,H,79,44,1-0 (0-0)
233330156,2003-11-29,St. Bonaventure,H,83,63,2-0 (0-0)
233370156,2003-12-03,Bethune-Cookman,H,69,49,3-0 (0-0)
233400156,2003-12-06,Delaware State,H,77,48,4-0 (0-0)
233440156,2003-12-10,Nebraska,H,61,54,5-0 (0-0)
233470278,2003-12-13,Fresno State,A,70,62,6-0 (0-0)
233540156,2003-12-20,Little Rock,H,91,66,7-0 (0-0)
233562751,2003-12-22,Wyoming,A,66,61,8-0 (0-0)
233640156,2003-12-30,Missouri State,H,59,54,9-0 (1-0)
240050071,2004-01-05,Bradley,A,66,49,10-0 (2-0)
240072287,2004-01-07,Illinois State,A,56,55,11-0 (3-0)
240110156,2004-01-11,Drake,H,78,67,12-0 (4-0)
240142460,2004-01-14,Northern Iowa,A,73,82,12-1 (4-1)
240170156,2004-01-17,Evansville,H,72,53,13-1 (5-1)
240212724,2004-01-21,Wichita State,A,62,77,13-2 (5-2)
240240156,2004-01-24,Illinois State,H,72,63,14-2 (6-2)
240280282,2004-01-28,Indiana State,A,61,44,15-2 (7-2)
240320339,2004-02-01,Evansville,A,74,70,16-2 (8-2)
240350156,2004-02-04,Northern Iowa,H,58,47,17-2 (9-2)
240380156,2004-02-07,Southern Illinois,H,60,61,17-3 (9-3)
240420156,2004-02-11,Bradley,H,74,56,18-3 (10-3)
240452181,2004-02-14,Drake,A,73,78,18-4 (10-4)
240490156,2004-02-18,Indiana State,H,69,65,19-4 (11-4)
240522309,2004-02-21,Kent State,A,55,70,19-5 (11-4)
240550079,2004-02-24,Southern Illinois,A,60,68,19-6 (11-5)
240592623,2004-02-28,Missouri State,A,46,70,19-7 (11-6)
240610156,2004-03-01,Wichita State,H,75,61,20-7 (12-6)
240660156,2004-03-06,Missouri State,H,75,84,20-8 (12-6)
240760156,2004-03-16,Nebraska,H,70,71,20-9 (12-6)
