game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401259678,2021-01-02,Navy,Bucknell,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.6180531678584243,0.5,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Navy,NA
401259678,2021-01-02,Navy,Bucknell,2,1,19:33,2373,2373,Greg Summers Turnover.,0,0,0,27,0.6177438734842502,0.5,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,Navy,Bucknell,FALSE
401259678,2021-01-02,Navy,Bucknell,3,1,19:19,2359,2359,Walter Ellis made Three Point Jumper. Assisted by Jake van der Heijden.,0,3,-3,14,0.5521051284240568,0.4328808175338899,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,Bucknell,made,Walter Ellis,Jake van der Heijden,TRUE,FALSE,Bucknell,Navy,FALSE
401259678,2021-01-02,Navy,Bucknell,4,1,18:55,2335,2335,John Carter Jr. missed Three Point Jumper.,0,3,-3,24,0.5510249868803588,0.43210860221201436,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,Navy,missed,John Carter Jr.,NA,TRUE,FALSE,Navy,Bucknell,FALSE
401259678,2021-01-02,Navy,Bucknell,5,1,18:55,2335,2335,Walter Ellis Defensive Rebound.,0,3,-3,0,0.5510249868803588,0.43210860221201436,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,Navy,Bucknell,FALSE
401259678,2021-01-02,Navy,Bucknell,6,1,18:42,2322,2322,Andrew Funk made Three Point Jumper. Assisted by Jake van der Heijden.,0,6,-6,13,0.4818676913741519,0.3658757525044929,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,Bucknell,made,Andrew Funk,Jake van der Heijden,TRUE,FALSE,Bucknell,Navy,FALSE
401259678,2021-01-02,Navy,Bucknell,7,1,18:20,2300,2300,Tyler Nelson missed Three Point Jumper.,0,6,-6,22,0.4801074659090054,0.3645120238924276,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,Navy,missed,Tyler Nelson,NA,TRUE,FALSE,Navy,Navy,FALSE
401259678,2021-01-02,Navy,Bucknell,8,1,18:20,2300,2300,Richard Njoku Offensive Rebound.,0,6,-6,0,0.4801074659090054,0.3645120238924276,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,Navy,Navy,FALSE
401259678,2021-01-02,Navy,Bucknell,9,1,18:08,2288,2288,Greg Summers missed Three Point Jumper.,0,6,-6,12,0.47913773064280685,0.36376303205205357,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,Navy,missed,Greg Summers,NA,TRUE,FALSE,Navy,Navy,FALSE
401259678,2021-01-02,Navy,Bucknell,10,1,18:08,2288,2288,Richard Njoku Offensive Rebound.,0,6,-6,0,0.47913773064280685,0.36376303205205357,4,4,3,137,"c(""Mike  McCorvey"", "" Jeff  Fox"", "" Daniel Basile"")","Annapolis, MD",Alumni Hall (Navy),5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,Navy,Navy,FALSE
