date,game_id,home,away
2011-03-02,310610002,Auburn,Ole Miss
2011-03-02,310610036,Colorado State,Utah
2011-03-02,310610044,American,Colgate
2011-03-02,310610061,Georgia,LSU
2011-03-02,310610066,Iowa State,Colorado
2011-03-02,310610068,Boise State,CSU Bakersfield
2011-03-02,310610077,Northwestern,Minnesota
2011-03-02,310610113,UMass,Temple
2011-03-02,310610151,East Carolina,Memphis
2011-03-02,310610166,New Mexico State,Utah State
2011-03-02,310610227,Rhode Island,George Washington
2011-03-02,310610242,Rice,Tulsa
2011-03-02,310610269,Marquette,Cincinnati
2011-03-02,310610305,DePaul,Rutgers
2011-03-02,310610357,Texas A&M-CC,UT Arlington
2011-03-02,310612005,Air Force,TCU
2011-03-02,310612083,Bucknell,Army
2011-03-02,310612084,Buffalo,Miami (OH)
2011-03-02,310612116,UCF,SMU
2011-03-02,310612168,Dayton,Saint Louis
2011-03-02,310612184,Duquesne,St. Bonaventure
2011-03-02,310612198,Eastern Kentucky,SE Missouri St
2011-03-02,310612320,Lamar,Texas State
2011-03-02,310612325,La Salle,Fordham
2011-03-02,310612458,Northern Colorado,Sacramento State
2011-03-02,310612459,Northern Illinois,Eastern Michigan
2011-03-02,310612464,Northern Arizona,Portland State
2011-03-02,310612572,Southern Miss,UAB
2011-03-02,310612617,Stephen F. Austin,Sam Houston State
2011-03-02,310612634,Tennessee State,UT Martin
2011-03-02,310612636,UTSA,Central Arkansas
2011-03-02,310612638,UTEP,Marshall
2011-03-02,310612641,Texas Tech,Oklahoma
2011-03-02,310612655,Tulane,Houston
2011-03-02,310612692,Weber State,Eastern Washington
2011-03-02,310612711,Western Michigan,Ball State
2011-03-02,310612752,Xavier,Charlotte
