player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
K. Facey,F,13,0,1,0,0,1,2,0,0,0,1,0,0,1,2,1,TRUE,2015-02-07,Tulane,A
A. Brimah,C,15,2,2,0,0,2,2,0,1,1,0,0,8,2,4,6,TRUE,2015-02-07,Tulane,A
T. Samuel,G,33,2,4,0,0,3,4,0,4,4,1,3,0,2,2,7,TRUE,2015-02-07,Tulane,A
R. Boatright,G,39,6,12,1,3,5,5,1,8,9,5,0,0,0,2,18,TRUE,2015-02-07,Tulane,A
D. Hamilton,G,37,4,11,1,2,2,2,0,8,8,2,3,1,4,1,11,TRUE,2015-02-07,Tulane,A
R. Lubin,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2015-02-07,Tulane,A
P. Nolan,F,21,1,1,0,0,0,2,2,3,5,0,1,2,1,5,2,FALSE,2015-02-07,Tulane,A
R. Purvis,G,32,7,12,2,3,1,2,0,2,2,1,1,1,2,3,17,FALSE,2015-02-07,Tulane,A
O. Calhoun,G,8,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,FALSE,2015-02-07,Tulane,A
TEAM,NA,NA,22,44,4,9,14,19,3,26,29,10,10,12,14,20,62,FALSE,2015-02-07,Tulane,A
