player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
O. Habwe,F,22,4,7,0,2,0,0,1,2,3,3,1,0,0,4,8,TRUE,2020-02-01,Fairleigh Dickinson,A
N. Opoku,F,25,1,4,0,3,2,2,3,1,4,1,0,3,2,3,4,TRUE,2020-02-01,Fairleigh Dickinson,A
M. Jefferson,F,28,1,4,0,0,0,2,1,3,4,0,0,0,2,2,2,TRUE,2020-02-01,Fairleigh Dickinson,A
D. Chong Qui,G,37,2,6,2,4,10,13,1,5,6,3,0,0,0,3,16,TRUE,2020-02-01,Fairleigh Dickinson,A
J. Gibbs,G,32,10,21,3,9,4,4,0,1,1,1,0,0,2,3,27,TRUE,2020-02-01,Fairleigh Dickinson,A
J. Jefferson,F,9,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,FALSE,2020-02-01,Fairleigh Dickinson,A
N. Miller,G,13,1,5,1,3,0,0,0,2,2,0,1,0,1,0,3,FALSE,2020-02-01,Fairleigh Dickinson,A
A. Teel,G,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,2020-02-01,Fairleigh Dickinson,A
B. Leftwich,G,14,4,7,1,3,2,2,1,2,3,2,1,0,3,3,11,FALSE,2020-02-01,Fairleigh Dickinson,A
V. Morse,G,17,0,2,0,2,2,2,0,0,0,0,0,0,1,1,2,FALSE,2020-02-01,Fairleigh Dickinson,A
TEAM,NA,NA,24,58,7,26,20,25,11,16,27,11,3,3,12,19,75,FALSE,2020-02-01,Fairleigh Dickinson,A
