player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
L. Armstead,F,20,2,3,2,2,0,0,0,3,3,0,0,0,3,0,6,TRUE,2012-02-17,Valparaiso,H
A. Hamilton,F,30,5,9,0,1,2,3,2,3,5,1,0,0,1,4,12,TRUE,2012-02-17,Valparaiso,H
G. Okonji,F,25,2,3,0,0,2,2,2,3,5,0,2,0,0,5,6,TRUE,2012-02-17,Valparaiso,H
D. Viney,F,33,4,7,1,3,0,0,1,2,3,1,1,1,3,1,9,TRUE,2012-02-17,Valparaiso,H
A. Ireland,G,38,7,12,1,3,4,6,2,6,8,5,1,0,2,0,19,TRUE,2012-02-17,Valparaiso,H
T. Diederichs,F,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,FALSE,2012-02-17,Valparaiso,H
C.J. Blackwell,F,15,1,5,0,1,0,0,1,3,4,0,0,0,1,0,2,FALSE,2012-02-17,Valparaiso,H
A. Osborne,F,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,2012-02-17,Valparaiso,H
J. DuBois,G,22,1,7,0,3,2,2,3,2,5,1,0,0,2,3,4,FALSE,2012-02-17,Valparaiso,H
A. Egbeyemi,G,13,1,5,1,3,0,0,0,2,2,0,1,0,0,0,3,FALSE,2012-02-17,Valparaiso,H
TEAM,NA,NA,23,51,5,16,10,13,13,24,37,8,5,1,14,13,61,FALSE,2012-02-17,Valparaiso,H
