player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. McAdoo,F,35,6,12,0,0,5,7,2,2,4,2,2,0,5,2,17,TRUE,2013-03-22,Villanova,N
R. BullockR,F,36,4,8,3,6,4,5,0,3,3,4,1,0,3,1,15,TRUE,2013-03-22,Villanova,N
P.J. Hairston,G,30,7,11,5,8,4,5,1,4,5,3,3,1,1,2,23,TRUE,2013-03-22,Villanova,N
D. Strickland,G,25,1,3,0,0,0,0,0,0,0,3,1,0,3,2,2,TRUE,2013-03-22,Villanova,N
M. Paige,G,32,4,6,2,4,4,4,0,3,3,4,3,0,3,2,14,TRUE,2013-03-22,Villanova,N
B. Johnson,F,4,1,2,0,0,0,0,0,1,1,0,0,0,1,0,2,FALSE,2013-03-22,Villanova,N
J.P. Tokoto,F,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,FALSE,2013-03-22,Villanova,N
D. Hubert,F,7,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,FALSE,2013-03-22,Villanova,N
J. Simmons,F,11,0,1,0,0,1,4,1,2,3,0,0,0,0,2,1,FALSE,2013-03-22,Villanova,N
L. McDonald,G,14,1,5,1,3,1,2,1,1,2,1,0,0,0,2,4,FALSE,2013-03-22,Villanova,N
L. Davis,G,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE,2013-03-22,Villanova,N
TEAM,NA,NA,24,49,11,21,19,27,6,22,28,18,10,2,17,14,78,FALSE,2013-03-22,Villanova,N
