date,game_id,home,away
2012-11-28,323330009,Arizona State,Arkansas-Pine Bluff
2012-11-28,323330079,Southern Illinois,Fresno State
2012-11-28,323330104,Boston University,Coastal Carolina
2012-11-28,323330111,Northeastern,Maine
2012-11-28,323330156,Creighton,Boise State
2012-11-28,323330172,Cornell,Stony Brook
2012-11-28,323330195,Ohio,St. Bonaventure
2012-11-28,323330202,Wichita State,Tulsa
2012-11-28,323330219,Pennsylvania,Binghamton
2012-11-28,323330227,Rhode Island,George Mason
2012-11-28,323330231,Furman,Western Carolina
2012-11-28,323330249,North Texas,UT Arlington
2012-11-28,323330252,BYU,Montana
2012-11-28,323330256,James Madison,George Washington
2012-11-28,323330257,Richmond,William & Mary
2012-11-28,323330276,Marshall,Morehead State
2012-11-28,323330290,Georgia Southern,Elon
2012-11-28,323330314,Iona,Niagara
2012-11-28,323332005,Air Force,Jackson State
2012-11-28,323332026,Appalachian State,Duquesne
2012-11-28,323332046,Austin Peay,Berea
2012-11-28,323332050,Ball State,Cleveland State
2012-11-28,323332084,Buffalo,Temple
2012-11-28,323332127,Charleston Southern,Charleston
2012-11-28,323332168,Dayton,Weber State
2012-11-28,323332198,Eastern Kentucky,Delaware State
2012-11-28,323332344,Longwood,Central Pennsylvania College
2012-11-28,323332348,Louisiana Tech,SE Louisiana
2012-11-28,323332350,Loyola Chicago,Tennessee Tech
2012-11-28,323332426,Navy,Purdue Fort Wayne
2012-11-28,323332430,UNC Greensboro,North Carolina A&T
2012-11-28,323332439,UNLV,UC Irvine
2012-11-28,323332440,Nevada,UC Davis
2012-11-28,323332515,Radford,Hampton
2012-11-28,323332535,Samford,Florida Gulf Coast
2012-11-28,323332540,UC Santa Barbara,Wyoming
2012-11-28,323332541,Santa Clara,Utah State
2012-11-28,323332561,Siena,UMass
2012-11-28,323332603,Saint Joseph's,American
2012-11-28,323332612,Saint Peter's,Fairleigh Dickinson
2012-11-28,323332638,UTEP,New Mexico State
2012-11-28,323332649,Toledo,Texas A&M-CC
2012-11-28,323332670,VCU,Stetson
2012-11-28,323332681,Wagner,Princeton
2012-11-28,323332747,Wofford,Winthrop
2012-11-28,323332754,Youngstown St,Kent State
