number,name,position,height,weight,class,hometown
0,Shaqquan Aaron,G,"6' 7""",195 lbs,SR,"Los Angeles, CA"
1,Jordan Usher,G/F,"6' 7""",230 lbs,SO,"Canton, GA"
2,Jonah Mathews,G,"6' 3""",200 lbs,JR,"Santa Monica, CA"
3,Elijah Weaver,G,"6' 5""",210 lbs,FR,"Cocoa, FL"
4,Kevin Porter Jr.,G,"6' 6""",218 lbs,FR,"Seattle, WA"
5,Derryck Thornton,G,"6' 3""",195 lbs,JR,"Los Angeles, CA"
12,Devin Fleming,G,"6' 2""",190 lbs,SR,"Moreno Valley, CA"
13,Charles O'Bannon Jr.,G,"6' 6""",210 lbs,SO,"Compton, CA"
15,McKay Anderson,G,"6' 5""",190 lbs,JR,"La Canada, CA"
25,Bennie Boatwright,F,"6' 10""",235 lbs,SR,"Mission Hills, CA"
31,Nick Rakocevic,F,"6' 11""",225 lbs,JR,"Chicago, IL"
33,J'Raan Brooks,F,"6' 9""",220 lbs,FR,"Seattle, WA"
34,Victor Uyaelunmo,F,"6' 11""",220 lbs,SO,"Miami, FL"
