number,name,position,height,weight,class,hometown
0,Zane Martin,G,"6' 4""",205 lbs,JR,"Philadelphia, PA"
1,Corey Manigault,F,"6' 9""",225 lbs,JR,"Suitland, MD"
2,Vance Jackson,G/F,"6' 9""",230 lbs,SO,"Los Angeles, CA"
3,Keith McGee,G,"6' 3""",180 lbs,SO,"Los Angeles, CA"
4,Tavian Percy,G,"6' 5""",200 lbs,FR,"Miami, FL"
5,Clay Patterson,G,"6' 1""",180 lbs,FR,"Rio Rancho, NM"
10,Makuach Maluach,G/F,"6' 7""",190 lbs,SO,"Sydney, Australia"
13,JaQuan Lyle,G,"6' 5""",210 lbs,JR,"Evansville, IN"
14,Dane Kuiper,G/F,"6' 7""",210 lbs,SR,"Wasilla, AK"
15,Vladimir Pinchuk,F/C,"6' 11""",235 lbs,SO,"Schwelm, Germany"
22,Drue Drinnon,G,"6' 0""",175 lbs,FR,"Smyrna, GA"
25,Karim Ezzeddine,F,"6' 8""",225 lbs,JR,"Paris, France"
32,Anthony Mathis,G,"6' 3""",175 lbs,SR,"West Linn, OR"
33,Jordan Arroyo,F,"6' 7""",210 lbs,FR,"Albuquerque, NM"
35,Carlton Bragg,F,"6' 10""",225 lbs,JR,"Cleveland, OH"
