number,name,position,height,weight,class,hometown
0,Chris Lewis,F,"6' 9""",235 lbs,JR,"Alpharetta, GA"
2,James McLean,G,"6' 0""",185 lbs,SR,"Atherton, CA"
3,Tommy McCarthy,G,"6' 0""",175 lbs,SR,"Rancho Sante Fe, CA"
5,Rio Haskett,G,"6' 3""",195 lbs,SO,"Richmond, VA"
10,Noah Kirkwood,G,"6' 7""",215 lbs,FR,"Ottawa, ON"
11,Bryce Aiken,G,"6' 0""",175 lbs,JR,"Randolph, NJ"
12,Spencer Freedman,G,"6' 0""",170 lbs,FR,"Pacific Palisades, CA"
14,Balsa Dragovic,F,"6' 10""",225 lbs,SR,"Zemun, Serbia"
20,Justin Bassey,G,"6' 5""",215 lbs,JR,"Denver, CO"
21,Mason Forbes,F,"6' 8""",200 lbs,FR,"Folsom, CA"
22,Christian Juzang,G,"6' 2""",175 lbs,JR,"Tarzana, CA"
23,Weisner Perez,F,"6' 6""",220 lbs,SR,"Berwyn, IL"
24,Kale Catchings,F,"6' 6""",220 lbs,FR,"O'Fallon, MO"
25,Corey Johnson,G,"6' 5""",200 lbs,SR,"Ottawa, ON"
30,Danilo Djuricic,F,"6' 8""",210 lbs,SO,"Brampton, ON"
31,Seth Towns,F,"6' 7""",215 lbs,JR,"Columbus, OH"
32,Robbie Feinberg,G,"6' 3""",200 lbs,SR,"Hidden Hills, CA"
33,Reed Farley,G,"6' 4""",190 lbs,SO,"La Jolla, CA"
35,Robert Baker,F,"6' 11""",205 lbs,JR,"Woodstock, GA"
44,Henry Welsh,F,"6' 10""",250 lbs,JR,"Redondo Beach, CA"
