number,name,position,height,weight,class,hometown
0,Ade Murkey,G,"6' 5""",200 lbs,JR,"Minneapolis, MN"
1,David Nzekwesi,F,"6' 9""",240 lbs,FR,"Fort Worth, TX"
2,Joe Rosga,G,"6' 3""",185 lbs,SR,"St. Paul, MN"
3,Jase Townsend,G,"6' 3""",175 lbs,FR,"Dallas, TX"
4,Taelyr Gatlin,G,"6' 3""",180 lbs,FR,"Atoka, TN"
5,Elvin Rodriguez,G,"6' 1""",180 lbs,SO,"Harlem, NY"
10,Joseph Lanzi,G,"6' 5""",195 lbs,FR,"Birmingham, AL"
11,Jake Krafka,F,"6' 7""",225 lbs,JR,"Austin, TX"
12,Alperen Kurnaz,F,"6' 8""",220 lbs,FR,"Istanbul, Turkey"
14,Tory Stewart-Miller,F,"6' 9""",245 lbs,SR,"Kansas City, KS"
20,Drew Joiner,G,"6' 3""",175 lbs,JR,"Centennial, CO"
25,Ronnie Harrell Jr.,G/F,"6' 7""",200 lbs,SR,"Denver, CO"
30,Donoven Carlisle,F,"6' 8""",210 lbs,SO,"Indianapolis, IN"
32,Abiola Akintola,F,"6' 6""",220 lbs,SR,"Melbourne, Australia"
