number,name,position,height,weight,class,hometown
0,Tareq Coburn,G,"6' 5""",195 lbs,JR,"Rosedale, NY"
1,Matija Radovic,F,"6' 7""",205 lbs,SO,"Beograd, Serbia"
2,Kenny Wormley,G,"6' 4""",180 lbs,SR,"Landover, MD"
3,Justin Wright-Foreman,G,"6' 2""",190 lbs,SR,"Queens, NY"
4,Desure Buie,G,"6' 0""",160 lbs,SR,"Bronx, NY"
5,Eli Pemberton,G,"6' 5""",195 lbs,JR,"Middletown, CT"
11,Hal Hughes,F,"6' 9""",210 lbs,FR,"Sydney, Australia"
14,Kevin Schutte,F/C,"6' 9""",215 lbs,SO,"Zwolle, Netherlands"
15,Stafford Trueheart,F,"6' 8""",205 lbs,JR,"Lancaster, NY"
20,Jalen Ray,G,"6' 1""",175 lbs,SO,"Hampton, VA"
23,Jacquil Taylor,F,"6' 10""",235 lbs,SR,"Cambridge, MA"
24,Connor Klementowicz,G,"6' 3""",210 lbs,JR,"Freehold, NJ"
30,Dan Dwyer,F,"6' 8""",215 lbs,SR,"River Forest, IL"
32,Issac Kante,F,"6' 7""",240 lbs,SO,"Brooklyn, NY"
