number,name,position,height,weight,class,hometown
1,Davion Mintz,G,"6' 3""",185 lbs,JR,"Charlotte, NC"
2,Connor Cashaw,G,"6' 5""",200 lbs,SR,"Lincolnshire, IL"
5,Ty-Shon Alexander,G,"6' 4""",195 lbs,SO,"Charlotte, NC"
10,Jett Canfield,G,"5' 10""",155 lbs,FR,"Topeka, KS"
11,Marcus Zegarowski,G,"6' 2""",180 lbs,FR,"Hamilton, MA"
12,Jordan Scurry,G,"6' 2""",200 lbs,JR,"Dedham, MA"
13,Christian Bishop,F,"6' 7""",205 lbs,FR,"Lee's Summit, MO"
14,Kaleb Joseph,G,"6' 3""",185 lbs,SR,"Nashua, NH"
15,Martin Krampelj,F,"6' 9""",235 lbs,JR,"Grosuplje, Slovenia"
23,Damien Jefferson,G/F,"6' 5""",200 lbs,SO,"East Chicago, IL"
24,Mitch Ballock,G,"6' 5""",205 lbs,SO,"Eudora, KS"
31,Samson Froling,C,"7' 0""",230 lbs,FR,"Townsville, Australia"
34,Denzel Mahoney,G,"6' 5""",225 lbs,JR,"Oviedo, FL"
41,Jacob Epperson,C,"6' 11""",225 lbs,SO,"Melbourne, Australia"
