number,name,position,height,weight,class,hometown
0,Flo Thamba,F,"6' 10""",245 lbs,FR,"Kinshasa, Congo"
1,Darius Allen,G,"6' 4""",205 lbs,JR,"Melbourne, FL"
2,Devonte Bandoo,G,"6' 3""",195 lbs,JR,"Brampton, ON"
3,King McClure,G,"6' 3""",215 lbs,SR,"Dallas, TX"
4,Mario Kegler,G/F,"6' 7""",230 lbs,SO,"Jackson, MS"
5,MaCio Teague,G,"6' 3""",190 lbs,JR,"Cincinnati, OH"
10,Makai Mason,G,"6' 1""",185 lbs,SR,"Greenfield, MA"
11,Mark Vital,G/F,"6' 5""",230 lbs,SO,"Lake Charles, LA"
12,Jared Butler,G,"6' 3""",185 lbs,FR,"Reserve, LA"
13,Jackson Moffatt,G/F,"6' 6""",210 lbs,FR,"Magnolia, TX"
15,Obim Okeke,G,"6' 0""",225 lbs,JR,"Las Vegas, NV"
22,Jake Lindsey,G,"6' 5""",200 lbs,SR,"Houston, TX"
24,Matthew Mayer,G/F,"6' 9""",200 lbs,FR,"Austin, TX"
25,Tristan Clark,F,"6' 9""",240 lbs,SO,"San Antonio, TX"
33,Freddie Gillespie,F,"6' 8""",240 lbs,JR,"St. Paul, MN"
45,Davion Mitchell,G,"6' 1""",200 lbs,SO,"Hinesville, GA"
