number,name,position,height,weight,class,hometown
0,Maurice Smith,G,"6' 6""",215 lbs,JR,"Lauderdale Lakes, FL"
1,Desmond Johnson,G,"5' 11""",170 lbs,SO,"Memphis, TN"
2,Matt Halvorsen,G,"6' 1""",170 lbs,SO,"Kingsport, TN"
3,Jason McMillan,G,"5' 11""",165 lbs,JR,"Cherokee, NC"
4,Carlos Dotson,F,"6' 7""",265 lbs,JR,"Riverdale, MD"
5,D.J. Myers,F,"6' 6""",200 lbs,FR,"Raleigh, NC"
10,Douglas Elks,G/F,"6' 4""",189 lbs,SO,"Raleigh, NC"
11,Mason Faulkner,G,"6' 1""",165 lbs,JR,"Glasgow, KY"
12,Marc Gosselin,F,"6' 7""",205 lbs,SR,"Lyon, France"
14,Kameron Gibson,G,"6' 3""",180 lbs,FR,"Cincinnati, OH"
15,Josh Cottrell,G,"6' 2""",185 lbs,FR,"Hayesville, NC"
21,Marcus Thomas,G,"6' 3""",180 lbs,SO,"Mint Hill, NC"
33,Onno Steger,F,"6' 5""",205 lbs,JR,"Upper Arlington, OH"
35,Yalim Olcay,F,"6' 8""",225 lbs,JR,"Izmir, Turkey"
44,Adam Sledd,F,"6' 8""",220 lbs,JR,"Roanoke, VA"
