number,name,position,height,weight,class,hometown
1,Brandonn Kamga,G,"6' 5""",215 lbs,JR,"Reston, VA"
2,Denny Slay,G,"5' 11""",194 lbs,SO,"Woodbridge, VA"
3,Jamal Wright,G,"5' 11""",180 lbs,JR,"Upper Marlboro, MD"
4,Tim Cameron,G,"6' 4""",190 lbs,SO,"Norcross, GA"
5,Curtis Holland III,G,"6' 2""",217 lbs,FR,"Churchton, MD"
12,Dexter Gooding,G,"6' 4""",195 lbs,SR,"Daytona Beach, FL"
13,Jahaad Proctor,G,"6' 3""",215 lbs,JR,"Harrisburg, PA"
14,Othello Smith,C,"6' 10""",210 lbs,FR,"Brooklyn, NY"
15,Cliff Thomas Jr.,F,"6' 8""",235 lbs,JR,"Montgomery, AL"
22,Rob Peterson III,F,"6' 4""",182 lbs,FR,"Waxhaw, NC"
25,Ricky Madison,F,"6' 7""",214 lbs,SR,"Norcross, GA"
32,John-Michael Hughes,G,"6' 1""",164 lbs,FR,"Ligonier, PA"
33,Sam Berlin,C,"6' 10""",256 lbs,SR,"Manassas, VA"
34,Jordan Whitehead,F,"6' 5""",235 lbs,SR,"Morris Plains, NJ"
35,Caden Sanchez,F,"6' 8""",255 lbs,SO,"Columbus, OH"
