number,name,position,height,weight,class,hometown
0,Devocio Butler,F,"6' 5""",210 lbs,SR,"Atlanta, GA"
1,Jeremy Combs,F,"6' 7""",215 lbs,SR,"Dallas, TX"
2,Eden Ewing,F,"6' 8""",225 lbs,SR,"Richmond, TX"
3,Jalyn Patterson,G,"6' 1""",191 lbs,SR,"Atlanta, GA"
4,Derrick Bruce,G,"6' 3""",175 lbs,SR,"Moreno Valley, CA"
5,Trayvon Reed,C,"7' 2""",240 lbs,SR,"Mobile, AL"
11,Cainan McClelland,G,"6' 5""",175 lbs,SO,"Houston, TX"
12,John Jones,G,"6' 0""",165 lbs,SO,"Baton Rouge, LA"
14,Chris Baldwin,F,"6' 9""",220 lbs,JR,"Springfield, MA"
15,Justin Hopkins,F,"6' 5""",205 lbs,SO,"Huntsville, AL"
20,Tyrik Armstrong,G,"5' 10""",170 lbs,JR,"Houston, TX"
23,Ashton McClelland,G,"6' 1""",155 lbs,FR,"Houston, TX"
24,Robert Lewis,G,"6' 4""",190 lbs,SR,"Compton, CA"
24,Shawn Olden II,G,"6' 3""",195 lbs,SR,"Tulsa, OK"
25,Kevin Granger Jr.,F,"6' 5""",194 lbs,SO,"Houston, TX"
32,Divonte Lumpkin,G,"6' 1""",175 lbs,JR,"Chicago, IL"
44,Michael Dobbins,F,"6' 6""",275 lbs,FR,"Compton, CA"
