number,name,position,height,weight,class,hometown
0,Venjie Wallis,G,"6' 6""",185 lbs,JR,"Houma, LA"
1,Chris Howell,G,"6' 4""",210 lbs,SR,"Milwaukee, WI"
2,Chris McIntosh,G,"6' 3""",195 lbs,SR,"Jackson, MS"
3,Julian Daughtry,G,"6' 3""",195 lbs,JR,"Memphis, TN"
3,Cobie Dillard,G,"5' 11""",178 lbs,FR,"Indianapolis, IN"
4,Payton Wilson,G/F,"6' 7""",210 lbs,JR,"Tampa, FL"
4,Kelvin Wesley,F,"6' 4""",190 lbs,FR,"Houston, TX"
5,Dontelius Ross,G,"5' 9""",175 lbs,SR,"Jackson, MS"
10,Jontrell Walker,G,"6' 1""",185 lbs,SR,"Aurora, IL"
11,Jayveous McKinnis,F,"6' 7""",215 lbs,FR,"Brandon, MS"
12,Darrian Wilson,G,"6' 4""",200 lbs,JR,"Brookhaven, MS"
13,Jordan Berry,G,"6' 1""",170 lbs,SO,"DeSoto, TX"
15,James Glenn,F,"6' 7""",230 lbs,JR,"Seattle, WA"
20,Tyler Berryhill,G,"5' 10""",160 lbs,FR,"Webb, MS"
20,Jomo Hankerson,G,"6' 0""",170 lbs,SO,"Atlanta, GA"
21,Lemmie Howard,F,"6' 7""",205 lbs,SO,"Belzoni, MS"
22,Jeremiah Bozeman,G,"6' 3""",175 lbs,SO,"Alva, OK"
23,Justin Johnson,F,"6' 7""",208 lbs,JR,"Martin, TN"
24,William Brown,G,"6' 0""",168 lbs,SR,"Jackson, MS"
25,Jesse Love,G,"6' 1""",190 lbs,JR,"Jackson, MS"
30,Khalill Spencer,F,"6' 4""",230 lbs,JR,"Memphis, TN"
33,Josh Everett,G,"6' 1""",150 lbs,JR,"Duck Hill, MS"
33,Justin Jordan,G,"6' 5""",190 lbs,FR,"Seattle, WA"
35,Demetrice Clopton,C,"6' 9""",255 lbs,SO,"Columbus, MS"
55,Hunter Shelton,G,"6' 6""",182 lbs,JR,"Owensboro, KY"
