number,name,position,height,weight,class,hometown
0,Tre Wood,G,"6' 1""",165 lbs,FR,"Upper Marlboro, MD"
1,Jonathan Laurent,F,"6' 6""",215 lbs,JR,"Orlando, FL"
2,Luwane Pipkins,G,"5' 11""",180 lbs,JR,"Chicago, IL"
3,Kieran Hayward,G,"6' 4""",195 lbs,SO,"Sydney, Australia"
4,Unique McLean,G,"6' 2""",180 lbs,SO,"Brooklyn, NY"
5,Samba Diallo,F,"6' 7""",195 lbs,FR,"Rufisque, Senegal"
10,Sy Chatman,F,"6' 8""",200 lbs,FR,"Saint Paul, MN"
11,Djery Baptiste,C,"6' 10""",235 lbs,SR,"Gonaives, Haiti"
12,Carl Pierre,G,"6' 4""",185 lbs,SO,"Boston, MA"
13,Jaylen Franklin,G,"6' 0""",180 lbs,JR,"Springfield, MA"
14,Khalea Turner-Morris,C,"6' 9""",250 lbs,SO,"New Orleans, LA"
20,Keon Clergeot,G,"6' 1""",185 lbs,SO,"Winter Haven, FL"
31,Randall West,F,"6' 4""",235 lbs,JR,"Moorestown, NJ"
33,Curtis Cobb,G,"6' 4""",195 lbs,JR,"Fall River, MA"
41,Aidan Byrne,F,"6' 6""",215 lbs,JR,"Niskayuna, NY"
45,Rashaan Holloway,C,"6' 11""",310 lbs,SR,"Elmer, NJ"
