number,name,position,height,weight,class,hometown
0,Silas Adheke,F,"6' 10""",240 lbs,SO,"Chattanooga, TN"
2,Paul Djoko,G,"6' 5""",200 lbs,FR,"Strasbourg, France"
3,Tre Cobbs,G,"6' 1""",200 lbs,JR,"Lima, OH"
4,Adrian Nelson,F,"6' 8""",220 lbs,FR,"Pickerington, OH"
5,Zaynah Robinson,G,"6' 0""",180 lbs,SR,"Atlanta, GA"
10,Gerald Gray Jr.,G,"6' 3""",170 lbs,FR,"Louisville, KY"
11,Jalen Tate,G/F,"6' 6""",170 lbs,SO,"Pickerington, OH"
12,Trevon Faulkner,G,"6' 4""",195 lbs,FR,"Harrodsburg, KY"
15,Tyler Sharpe,G,"6' 1""",195 lbs,JR,"Mt. Washington, KY"
20,Chris Taylor,G,"5' 8""",175 lbs,FR,"Wichita, KS"
24,Brooks Ely,G,"6' 4""",205 lbs,JR,"Lexington, KY"
25,Bryant Mocaby,G/F,"6' 6""",210 lbs,FR,"Derby, KS"
32,Dantez Walton,F,"6' 7""",210 lbs,JR,"Lima, OH"
33,Chris Vogt,C,"7' 1""",240 lbs,SO,"Mayfield, KY"
34,Drew McDonald,F/C,"6' 8""",250 lbs,SR,"Cold Spring, KY"
44,David Wassler,F/C,"6' 10""",235 lbs,FR,"Cincinnati, OH"
