number,name,position,height,weight,class,hometown
0,Kyle Brown,G,"5' 10""",150 lbs,JR,"Fresno, TX"
2,Myles Smith,G,"6' 0""",195 lbs,SO,"Klein, TX"
4,Jashawn Talton,G,"6' 5""",215 lbs,JR,"Oklahoma City, OK"
5,Javae Lampkins,G,"6' 1""",180 lbs,SO,"Washington, DC"
10,Perry Francois,F,"6' 8""",225 lbs,JR,"North Miami, FL"
11,Kareem South,G,"6' 2""",185 lbs,JR,"Toronto, ON"
12,Peyton Smith,G,"6' 0""",190 lbs,SO,"Corpus Christi, TX"
14,Elijah Schmidt,F,"6' 8""",195 lbs,JR,"Spring, TX"
15,Irshaad Hunte,F,"6' 8""",215 lbs,JR,"Toronto, ON"
21,Tre Gray,G,"6' 2""",170 lbs,SO,"El Cerrito, CA"
22,Emmanuel Toney,G,"6' 2""",185 lbs,SR,"Bowie, MD"
23,Jalon Clark,G,"6' 6""",212 lbs,FR,"Houston, TX"
35,Tony Lewis,F,"6' 10""",260 lbs,JR,"San Antonio, TX"
45,Jake Babic,G,"6' 5""",180 lbs,SR,"Oakville, ON"
