number,name,position,height,weight,class,hometown
0,Pookie Powell,G,"6' 0""",185 lbs,SR,"Orlando, FL"
1,David Beatty,G,"6' 2""",200 lbs,SO,"Philadelphia, PA"
2,Scott Spencer,G,"6' 6""",200 lbs,JR,"Suffolk, VA"
3,Jamir Moultrie,G,"6' 1""",175 lbs,SO,"Washington, DC"
4,Miles Brookins,F/C,"6' 10""",220 lbs,SO,"Cypress, CA"
5,Jack Clark,G,"6' 8""",182 lbs,FR,"Cheltenham, PA"
10,Isiah Deas,G,"6' 6""",195 lbs,JR,"Brooklyn, NY"
11,Ed Croswell,F,"6' 8""",255 lbs,FR,"Philadelphia, PA"
12,Cheddi Mosely,G,"6' 3""",185 lbs,SR,"Jersey City, NJ"
13,Saul Phiri,G,"6' 4""",210 lbs,JR,"Haverhill, MA"
14,Andrew Lafond,G,"5' 10""",150 lbs,FR,"Horsham, PA"
23,Jayson Brower,F,"6' 5""",195 lbs,FR,"Syracuse, NY"
24,Jared Kimbrough,F,"6' 8""",220 lbs,FR,"Neptune, NJ"
25,Traci Carter,G,"6' 1""",175 lbs,JR,"Philadelphia, PA"
31,Cian Sullivan,C,"7' 2""",215 lbs,SO,"Tralee, Ireland"
