number,name,position,height,weight,class,hometown
0,Stef Smith,G,"6' 1""",170 lbs,SO,"Ajax, ON"
1,Skyler Nash,G,"6' 6""",215 lbs,SO,"Chicago, IL"
3,Anthony Lamb,F,"6' 6""",227 lbs,JR,"Rochester, NY"
4,Robin Duncan,G,"6' 5""",190 lbs,FR,"Evansville, IN"
5,Samuel Dingba,F,"6' 5""",205 lbs,SR,"Yaounde, Cameroon"
12,Bailey Patella,F,"6' 5""",185 lbs,SO,"Lenox, MA"
14,Isaiah Moll,F,"6' 6""",220 lbs,FR,"Albany, NY"
15,Ra Kpedi,F,"6' 9""",220 lbs,SO,"Indianapolis, IN"
20,Ernie Duncan,G,"6' 3""",190 lbs,SR,"Evansville, IN"
21,Everett Duncan,G,"6' 6""",190 lbs,JR,"Evansville, IN"
24,Ben Shungu,G,"6' 2""",200 lbs,SO,"Burlington, VT"
25,Kevin Garrison,G,"6' 0""",180 lbs,FR,"Burlington, VT"
32,Josh Speidel,F,"6' 7""",210 lbs,SO,"Columbus, IN"
35,Ryan Davis,F,"6' 8""",250 lbs,FR,"River Grove, IL"
44,Jake Lorenzo,C,"7' 0""",220 lbs,FR,"Englishtown, NJ"
