number,name,position,height,weight,class,hometown
0,Brandon Key,G,"5' 10""",180 lbs,SR,"Milwaukee, WI"
1,Skyler Flatten,G,"6' 6""",210 lbs,SR,"Clark, SD"
2,Tevin King,G,"6' 2""",205 lbs,SR,"Chicago, IL"
4,Ryan Krueger,F,"6' 6""",220 lbs,FR,"New London, WI"
5,David Jenkins Jr.,G,"6' 2""",200 lbs,SO,"Tacoma, WA"
10,Alou Dillon,F,"6' 8""",230 lbs,FR,"Wauwatosa, WI"
11,Matthew Mims,G,"6' 0""",170 lbs,FR,"Fairfax, IA"
14,Michael Carter III,G,"6' 5""",190 lbs,SO,"Seattle, WA"
15,Beau Brown,G,"6' 1""",175 lbs,JR,"Mitchell, SD"
22,Aaron Fiegen,F,"6' 7""",200 lbs,FR,"Madison, SD"
23,Owen King,G,"6' 3""",200 lbs,FR,"Caledonia, MN"
24,Mike Daum,F,"6' 9""",235 lbs,SR,"Kimball, NE"
32,Matt Dentlinger,F,"6' 8""",250 lbs,FR,"Carroll, IA"
34,Alex Arians,G,"6' 4""",200 lbs,FR,"Madison, WI"
